581	67
1111	67
1112	67
1113	67
1114	67
1115	67
1116	67
1117	67
1118	67
1119	67
1120	67
1125	67
1126	67
1127	67
1129	67
1130	67
571	68
572	68
573	68
574	68
576	68
577	68
578	68
582	68
583	68
584	68
585	68
586	68
587	68
588	68
589	68
590	68
521	70
522	70
523	70
531	70
532	70
533	70
534	70
536	70
537	70
538	70
539	70
540	70
544	70
546	70
547	70
549	70
501	71
504	71
511	71
513	71
514	71
515	71
516	71
518	71
519	71
524	71
525	71
526	71
527	71
528	71
529	71
530	71
1191	74
1192	74
1193	74
1195	74
1196	74
1198	74
1199	74
1200	74
1203	74
1204	74
1205	74
1206	74
1207	74
1208	74
1209	74
1210	74
1201	75
1202	75
1211	75
1212	75
1213	75
1214	75
1215	75
1216	75
1217	75
1218	75
1219	75
1220	75
1223	75
1224	75
1225	75
1221	75
1659	77
1661	77
1662	77
1663	77
1664	77
1665	77
1666	77
1667	77
1668	77
1670	77
851	77
852	77
854	77
855	77
856	77
857	77
1155	79
804	83
805	83
807	83
808	83
809	83
810	83
931	83
932	83
933	83
935	83
936	83
937	83
938	83
939	83
940	83
941	83
942	85
943	85
944	85
946	85
947	85
948	85
950	85
951	85
952	85
953	85
954	85
955	85
956	85
958	85
959	85
960	85
971436	90
646	90
647	90
651	90
652	90
654	90
655	90
656	90
657	90
658	90
659	90
660	90
1437	90
1438	90
1439	90
1440	90
601	91
602	91
603	91
611	91
612	91
613	91
614	91
615	91
616	91
617	91
618	91
619	91
620	91
648	91
649	91
650	91
592	93
594	93
595	93
596	93
597	93
599	93
600	93
604	93
605	93
606	93
607	93
608	93
609	93
610	93
1281	93
1282	93
1283	94
1284	94
1286	94
1287	94
1288	94
1289	94
1290	94
1291	94
1292	94
1293	94
1294	94
1295	94
1296	94
1297	94
1298	94
1299	94
1271	97
1272	97
1273	97
1274	97
1275	97
1276	97
1277	97
1278	97
1279	97
1267	97
1264	97
1265	97
1266	97
1268	97
1269	97
1270	97
1101	103
1102	103
1103	103
1104	103
1105	103
1106	103
1107	103
993	103
994	103
995	103
996	103
997	103
998	103
999	103
1000	103
1010	103
466	115
841	118
842	118
843	118
844	118
845	118
847	118
848	118
731	118
732	118
733	118
734	118
735	118
736	118
737	118
1528	118
1530	118
739	121
740	121
741	121
743	121
744	121
745	121
746	121
748	121
749	121
750	121
751	121
752	121
753	121
754	121
755	121
756	121
1488	138
1489	138
1490	138
1494	138
1491	138
1492	138
1495	138
1498	138
1499	138
1500	138
1501	138
1502	138
1503	138
1504	138
1505	138
1506	138
1550	141
431	141
432	141
433	141
434	141
435	141
436	141
437	141
438	141
439	141
440	141
441	141
442	141
443	141
445	141
446	141
1441	148
1442	148
1443	148
1444	148
1447	148
1448	148
1451	148
1452	148
1453	148
1454	148
1455	148
1456	148
1457	148
1458	148
258	148
260	148
761	150
762	150
763	150
764	150
765	150
768	150
770	150
771	150
772	150
774	150
776	150
777	150
779	150
1468	150
1469	150
1470	150
1321	151
1322	151
1323	151
1325	151
1326	151
1327	151
1328	151
1329	151
1330	151
1332	151
1333	151
1334	151
1335	151
1336	151
1337	151
1341	151
310	159
312	159
314	159
315	159
316	159
317	159
319	159
321	159
322	159
324	159
325	159
327	159
328	159
330	159
331	159
334	159
398	163
399	163
400	163
401	163
402	163
403	163
404	163
405	163
406	163
407	163
408	163
409	163
410	163
411	163
412	163
413	163
49	164
32	164
414	164
415	164
416	164
418	164
419	164
421	164
422	164
423	164
424	164
425	164
427	164
428	164
429	164
430	164
33	166
36	166
37	166
38	166
21	166
22	166
23	166
24	166
25	166
26	166
29	166
30	166
39	166
40	166
41	166
42	166
231	169
172	171
52	175
58	175
62	175
63	175
68	175
74	175
75	175
79	175
94	175
95	175
103	175
107	175
111	175
112	175
120	175
127	175
274	178
298	179
300	179
3151	179
3152	179
3153	179
3155	179
3156	179
3157	179
3158	179
3159	179
3160	179
3162	179
3163	179
3164	179
3166	179
3167	179
2970	187
-1	193
3054	193
3055	193
3056	193
3058	193
3059	193
3061	193
3062	193
3063	193
3064	193
3065	193
3066	193
3067	193
3068	193
3069	193
3070	193
3095	194
-1	201
1743	201
1744	201
1746	201
1749	201
1871	201
1872	201
1873	201
1875	201
1876	201
1878	201
1879	201
1880	201
1881	201
1882	201
1883	201
-1	204
1922	204
1923	204
1924	204
1926	204
1927	204
1928	204
1929	204
1930	204
1931	204
1932	204
1933	204
1934	204
1936	204
1938	204
1939	204
-1	205
1940	205
1941	205
1942	205
1945	205
1946	205
1947	205
1949	205
2671	205
2672	205
2673	205
2674	205
2675	205
2676	205
2677	205
2678	205
2597	209
2615	210
2617	210
1795	211
1796	211
1814	212
1815	212
1974	213
1975	213
1995	214
1996	214
2013	215
2014	215
2029	216
2030	216
2031	216
2032	216
2033	216
2034	216
2035	216
2036	216
2037	216
2038	216
2039	216
2040	216
2041	216
2042	216
2043	216
2045	216
2046	217
2047	217
2048	217
2049	217
2063	218
2064	218
2065	218
2066	218
2163	219
2164	219
2166	219
2181	220
2182	220
2185	220
2722	221
2723	221
2725	221
2739	222
2740	222
2744	222
2760	223
2762	223
2779	224
2780	224
2798	226
2799	226
2812	227
2814	227
2815	227
2847	230
2848	230
2855	230
2911	231
2912	231
2934	232
2935	232
2471	233
2391	233
2394	233
2424	234
2425	234
2441	235
2442	235
2459	236
2460	236
2463	236
2461	236
2462	236
2464	236
2465	236
2469	236
2351	236
2352	236
2353	236
2354	236
2355	236
2356	236
2357	236
2358	236
2361	237
2379	238
2381	238
2277	238
2280	239
2282	239
2302	240
2200	241
2201	241
2202	241
2203	241
2206	241
2207	241
2208	241
2209	241
2210	241
2212	241
2213	241
2215	241
2217	241
2219	241
2224	241
2225	241
2228	242
2229	242
2256	243
2269	245
2270	245
2311	245
2312	245
2552	246
2553	246
2329	246
2572	247
2573	247
2574	247
2590	248
2473	248
2475	248
2476	248
2478	248
2504	249
2528	250
4080	255
4121	255
4122	255
4123	255
4124	255
4125	255
4126	255
4127	255
4128	255
4129	255
4130	255
4131	255
4132	255
4133	255
4134	255
4135	255
4541	256
4542	256
4543	256
4137	256
4138	256
4139	256
4140	256
4141	256
4142	256
4143	256
4144	256
4145	256
4146	256
4147	256
4148	256
4149	256
4763	261
4055	262
4629	269
4630	269
4631	269
4632	269
4633	269
4634	269
4635	269
4637	269
4638	269
4639	269
4640	269
4641	269
4642	269
4643	269
4644	269
4645	269
4523	272
4524	272
4525	272
4526	272
4527	272
4528	272
4529	272
4530	272
4691	272
4692	272
4693	272
4694	272
4695	272
4696	272
4698	272
4699	272
4719	273
4662	275
4665	275
4093	276
3930	280
3957	282
3958	282
3959	282
3960	282
3961	282
3962	282
3963	282
3964	282
3965	282
3967	282
3968	282
3969	282
3971	282
3975	282
3976	282
3977	282
2861	283
2862	283
2863	283
2864	283
2865	283
2866	283
2867	283
2868	283
3978	283
3979	283
3980	283
3981	283
3982	283
3983	283
3985	283
3986	283
2869	284
2870	284
2871	284
2872	284
2873	284
2874	284
2875	284
2876	284
2877	284
2878	284
2880	284
2881	284
2882	284
2883	284
2884	284
2887	284
2112	285
2114	285
2115	285
2117	285
2118	285
2888	285
2889	285
2901	285
2902	285
2903	285
2905	285
2906	285
2907	285
2908	285
2909	285
2910	285
2119	286
2120	286
2121	286
2122	286
2123	286
2124	286
2125	286
2130	286
2131	286
2135	286
2136	286
2138	286
2139	286
2140	286
2141	286
2142	286
2144	287
2145	287
2147	287
2148	287
2149	287
2332	287
2335	287
2336	287
2337	287
2338	287
2340	287
2343	287
2344	287
2345	287
2346	287
2348	287
2119	288
2120	288
2121	288
2122	288
2123	288
2124	288
2125	288
2130	288
2131	288
2135	288
2136	288
2138	288
2139	288
2140	288
2141	288
2142	288
2349	289
3992	289
3993	289
3994	289
3995	289
3996	289
3997	289
3999	289
4001	289
4002	289
4003	289
4004	289
4005	289
4006	289
4007	289
4009	289
4010	290
4011	290
4012	290
4013	290
4014	290
4015	290
4016	290
4018	290
4019	290
4020	290
4021	290
4022	290
4023	290
4024	290
4025	290
4027	290
2112	291
2114	291
2115	291
2117	291
2118	291
2888	291
2890	291
2901	291
2902	291
