run,point,exp_x,exp_y,decoder_x,decoder_y
150,1,9.067,0.014,9.067,-0.004
150,2,15.068,0.014,15.068,-0.004
150,3,21.068,0.014,21.068,-0.004
150,4,27.067,0.014,1000.0,1000.0
150,5,33.07,0.014,33.07,-0.004
150,6,39.068,0.014,33.07,-0.004
150,7,45.069,0.014,39.068,-0.004
150,8,51.068,0.014,1000.0,1000.0
150,9,51.068,-5.983,45.069,-6.004
150,10,45.07,-5.983,39.069,-6.004
150,11,39.069,-5.983,33.071,-6.004
150,12,33.071,-5.983,1000.0,1000.0
150,13,27.068,-5.983,21.069,-6.004
150,14,21.069,-5.983,15.07,-6.004
150,15,15.07,-5.983,15.07,-6.004
150,16,9.069,-5.983,9.069,-6.004
150,17,9.069,-11.988,9.069,-11.91
150,18,15.068,-11.988,1000.0,1000.0
150,19,21.068,-11.988,21.068,-11.91
150,20,27.067,-11.988,21.068,-11.91
150,21,33.07,-11.988,27.068,-11.91
150,22,39.068,-11.988,1000.0,1000.0
150,23,45.069,-11.988,1000.0,1000.0
150,24,51.068,-11.988,45.069,-11.91
150,25,51.068,-17.983,1000.0,1000.0
150,26,45.07,-17.983,1000.0,1000.0
150,27,39.069,-17.983,33.071,-17.906
150,28,33.071,-17.983,27.069,-17.906
150,29,27.068,-17.983,21.069,-17.906
150,30,21.069,-17.983,1000.0,1000.0
150,31,15.071,-17.983,9.069,-17.906
150,32,9.069,-17.983,3.071,-17.906
150,33,9.069,-23.987,3.071,-23.909
150,34,15.068,-23.987,9.067,-23.909
150,35,21.068,-23.987,15.068,-51.002
150,36,27.067,-23.987,43.413,-23.909
150,37,33.07,-23.987,1000.0,1000.0
150,38,39.068,-23.987,1000.0,1000.0
150,39,45.069,-23.987,68.321,-23.909
150,40,51.068,-23.987,1000.0,1000.0
150,41,51.068,-29.983,45.069,-29.908
150,42,45.07,-29.983,39.069,-29.908
150,43,39.069,-29.983,39.069,-29.908
150,44,33.071,-29.983,33.071,-29.908
150,45,27.068,-29.983,1000.0,1000.0
150,46,21.069,-29.983,21.069,-29.908
150,47,15.071,-29.983,15.07,-29.908
150,48,9.069,-29.983,9.069,-29.908
150,49,9.069,-35.984,1000.0,1000.0
150,50,15.068,-35.984,15.068,-35.906
150,51,21.068,-35.984,21.068,-35.906
150,52,27.067,-35.984,27.068,-35.906
150,53,33.07,-35.984,33.07,-35.906
150,54,39.068,-35.984,39.068,-35.906
150,55,45.069,-35.984,1000.0,1000.0
150,56,51.068,-35.984,51.068,-35.906
150,57,51.068,-41.987,51.068,-41.91
150,58,45.07,-41.987,1000.0,1000.0
150,59,39.069,-41.987,39.069,-41.91
150,60,33.071,-41.987,33.071,-41.91
150,61,27.068,-41.987,27.069,-41.91
150,62,21.069,-41.987,0.082,-65.976
150,63,15.071,-41.987,15.07,-41.91
150,64,9.069,-41.987,1000.0,1000.0
