run,point,exp_x,exp_y,decoder_x,decoder_y
73,1,9.067,0.014,9.067,-0.033
73,2,15.068,0.014,15.07,-0.033
73,3,21.068,0.014,21.068,-0.033
73,4,27.067,0.014,27.068,-0.033
73,5,33.07,0.014,33.07,-0.033
73,6,39.068,0.014,39.068,-0.033
73,7,45.069,0.014,45.07,-0.033
73,8,51.068,0.014,51.068,-0.033
73,9,51.068,-5.983,51.068,-6.032
73,10,45.07,-5.983,1000.0,1000.0
73,11,39.069,-5.983,39.069,-6.032
73,12,33.071,-5.983,33.071,-6.032
73,13,27.068,-5.983,27.069,-6.032
73,14,21.069,-5.983,21.069,-6.032
73,15,15.07,-5.983,15.07,-6.032
73,16,9.069,-5.983,9.069,-6.032
73,17,9.069,-11.988,9.069,-12.036
73,18,15.068,-11.988,15.07,-12.036
73,19,21.068,-11.988,21.068,-12.036
73,20,27.067,-11.988,1000.0,1000.0
73,21,33.07,-11.988,33.07,-12.036
73,22,39.068,-11.988,39.068,-12.036
73,23,45.069,-11.988,45.07,-12.036
73,24,51.068,-11.988,51.068,-12.036
73,25,51.068,-17.983,51.068,-18.031
73,26,45.07,-17.983,45.07,-21.0
73,27,39.069,-17.983,39.069,-18.031
73,28,33.071,-17.983,33.071,-18.031
73,29,27.068,-17.983,27.069,-18.031
73,30,21.069,-17.983,21.069,-18.031
73,31,15.071,-17.983,15.07,-18.031
73,32,9.069,-17.983,9.069,-18.031
73,33,9.069,-23.987,9.069,-24.035
73,34,15.068,-23.987,15.07,-24.035
73,35,21.068,-23.987,21.068,-24.035
73,36,27.067,-23.987,27.068,-24.035
73,37,33.07,-23.987,33.07,-24.035
73,38,39.068,-23.987,39.068,-24.035
73,39,45.069,-23.987,45.07,-24.035
73,40,51.068,-23.987,51.068,-24.035
73,41,51.068,-29.983,51.068,-30.032
73,42,45.07,-29.983,45.07,-30.032
73,43,39.069,-29.983,1000.0,1000.0
73,44,33.071,-29.983,33.071,-30.032
73,45,27.068,-29.983,27.069,-30.032
73,46,21.069,-29.983,1000.0,1000.0
73,47,15.071,-29.983,15.07,-30.032
73,48,9.069,-29.983,15.07,-30.032
73,49,9.069,-35.984,15.07,-36.032
73,50,15.068,-35.984,21.068,-36.032
73,51,21.068,-35.984,27.068,-36.032
73,52,27.067,-35.984,33.07,-36.032
73,53,33.07,-35.984,1000.0,1000.0
73,54,39.068,-35.984,45.07,-36.032
73,55,45.069,-35.984,51.068,-36.032
73,56,51.068,-35.984,57.068,-36.032
73,57,51.068,-41.987,57.068,-42.037
73,58,45.07,-41.987,51.068,-42.037
73,59,39.069,-41.987,45.07,-42.037
73,60,33.071,-41.987,45.07,-42.037
73,61,27.068,-41.987,39.069,-42.037
73,62,21.069,-41.987,33.071,-42.037
73,63,15.071,-41.987,27.069,-42.037
73,64,9.069,-41.987,25.26,-42.037
