run,point,exp_x,exp_y,decoder_x,decoder_y
179,1,9.067,0.014,9.067,-0.033
179,2,15.068,0.014,15.07,-0.033
179,3,21.068,0.014,21.068,-0.033
179,4,27.067,0.014,27.068,-0.033
179,5,33.07,0.014,33.07,-0.033
179,6,39.068,0.014,1000.0,1000.0
179,7,45.069,0.014,45.07,-0.033
179,8,51.068,0.014,51.068,-0.033
179,9,51.068,-5.983,51.068,-6.033
179,10,45.07,-5.983,1000.0,1000.0
179,11,39.069,-5.983,39.069,-6.033
179,12,33.071,-5.983,33.071,-6.033
179,13,27.068,-5.983,27.068,-6.033
179,14,21.069,-5.983,21.068,-6.033
179,15,15.07,-5.983,15.071,-6.033
179,16,9.069,-5.983,1000.0,1000.0
179,17,9.069,-11.988,9.069,-12.036
179,18,15.068,-11.988,1000.0,1000.0
179,19,21.068,-11.988,21.068,-12.036
179,20,27.067,-11.988,27.068,-12.036
179,21,33.07,-11.988,33.07,-12.036
179,22,39.068,-11.988,39.068,-12.036
179,23,45.069,-11.988,0.04,-12.036
179,24,51.068,-11.988,1000.0,1000.0
179,25,51.068,-17.983,51.068,-18.031
179,26,45.07,-17.983,45.071,-18.031
179,27,39.069,-17.983,1000.0,1000.0
179,28,33.071,-17.983,33.071,-18.031
179,29,27.068,-17.983,1000.0,1000.0
179,30,21.069,-17.983,21.069,-18.031
179,31,15.071,-17.983,15.071,-18.031
179,32,9.069,-17.983,9.069,-18.031
179,33,9.069,-23.987,1000.0,1000.0
179,34,15.068,-23.987,15.07,-24.035
179,35,21.068,-23.987,21.068,-24.035
179,36,27.067,-23.987,1000.0,1000.0
179,37,33.07,-23.987,33.07,-24.035
179,38,39.068,-23.987,39.068,-24.035
179,39,45.069,-23.987,1000.0,1000.0
179,40,51.068,-23.987,1000.0,1000.0
179,41,51.068,-29.983,51.068,-30.032
179,42,45.07,-29.983,45.07,-30.032
179,43,39.069,-29.983,45.07,-30.032
179,44,33.071,-29.983,45.07,-30.032
179,45,27.068,-29.983,1000.0,1000.0
179,46,21.069,-29.983,1000.0,1000.0
179,47,15.071,-29.983,27.068,-30.032
179,48,9.069,-29.983,21.069,-30.032
179,49,9.069,-35.984,21.069,-30.032
179,50,15.068,-35.984,36.038,-39.002
179,51,21.068,-35.984,33.07,-30.032
179,52,27.067,-35.984,39.068,-30.032
179,53,33.07,-35.984,45.07,-30.032
179,54,39.068,-35.984,51.068,-30.032
179,55,45.069,-35.984,57.068,-30.032
179,56,51.068,-35.984,63.07,-30.032
179,57,51.068,-41.987,1000.0,1000.0
179,58,45.07,-41.987,57.068,-36.033
179,59,39.069,-41.987,51.068,-36.033
179,60,33.071,-41.987,51.068,-36.033
179,61,27.068,-41.987,1000.0,1000.0
179,62,21.069,-41.987,39.069,-36.033
179,63,15.071,-41.987,33.071,-36.033
179,64,9.069,-41.987,33.071,-36.033
