run,point,exp_x,exp_y,decoder_x,decoder_y
211,1,9.067,0.014,9.067,-0.023
211,2,15.068,0.014,1000.0,1000.0
211,3,21.068,0.014,21.068,-0.023
211,4,27.067,0.014,27.067,-0.023
211,5,33.07,0.014,1000.0,1000.0
211,6,39.068,0.014,1000.0,1000.0
211,7,45.069,0.014,1000.0,1000.0
211,8,51.068,0.014,51.068,-0.023
211,9,51.068,-5.983,51.068,-6.022
211,10,45.07,-5.983,1000.0,1000.0
211,11,39.069,-5.983,39.069,-6.022
211,12,33.071,-5.983,33.071,-6.022
211,13,27.068,-5.983,27.069,-6.022
211,14,21.069,-5.983,21.069,-6.022
211,15,15.07,-5.983,15.071,-6.022
211,16,9.069,-5.983,9.069,-6.022
211,17,9.069,-11.988,9.069,-12.025
211,18,15.068,-11.988,1000.0,1000.0
211,19,21.068,-11.988,21.068,-12.025
211,20,27.067,-11.988,27.068,-12.025
211,21,33.07,-11.988,33.071,-12.025
211,22,39.068,-11.988,39.068,-12.025
211,23,45.069,-11.988,1000.0,1000.0
211,24,51.068,-11.988,1000.0,1000.0
211,25,51.068,-17.983,51.068,-18.022
211,26,45.07,-17.983,45.07,-18.022
211,27,39.069,-17.983,39.069,-18.022
211,28,33.071,-17.983,1000.0,1000.0
211,29,27.068,-17.983,27.069,-18.022
211,30,21.069,-17.983,21.069,-18.022
211,31,15.071,-17.983,21.069,-18.022
211,32,9.069,-17.983,15.07,-18.022
211,33,9.069,-23.987,15.07,-24.025
211,34,15.068,-23.987,1000.0,1000.0
211,35,21.068,-23.987,27.068,-24.025
211,36,27.067,-23.987,33.071,-24.025
211,37,33.07,-23.987,39.068,-24.025
211,38,39.068,-23.987,1000.0,1000.0
211,39,45.069,-23.987,51.068,-24.025
211,40,51.068,-23.987,0.0,-66.07
211,41,51.068,-29.983,57.068,-30.022
211,42,45.07,-29.983,1000.0,1000.0
211,43,39.069,-29.983,45.07,-30.022
211,44,33.071,-29.983,39.069,-30.022
211,45,27.068,-29.983,54.859,-66.002
211,46,21.069,-29.983,27.069,-30.022
211,47,15.071,-29.983,21.069,-30.022
211,48,9.069,-29.983,15.071,-30.022
211,49,9.069,-35.984,1000.0,1000.0
211,50,15.068,-35.984,1000.0,1000.0
211,51,21.068,-35.984,1000.0,1000.0
211,52,27.067,-35.984,33.071,-36.022
211,53,33.07,-35.984,39.068,-36.022
211,54,39.068,-35.984,45.069,-36.022
211,55,45.069,-35.984,1000.0,1000.0
211,56,51.068,-35.984,1000.0,1000.0
211,57,51.068,-41.987,57.068,-42.026
211,58,45.07,-41.987,51.07,-42.026
211,59,39.069,-41.987,45.07,-42.026
211,60,33.071,-41.987,39.069,-42.026
211,61,27.068,-41.987,33.073,-42.026
211,62,21.069,-41.987,27.069,-39.001
211,63,15.071,-41.987,21.069,-42.026
211,64,9.069,-41.987,15.071,-42.026
