run,point,exp_x,exp_y,decoder_x,decoder_y
107,1,9.067,0.014,0.0,-66.07
107,2,15.068,0.014,5.999,-60.071
107,3,21.068,0.014,11.998,-66.07
107,4,27.067,0.014,18.001,-66.07
107,5,33.07,0.014,1000.0,1000.0
107,6,39.068,0.014,29.999,-66.07
107,7,45.069,0.014,29.999,-66.07
107,8,51.068,0.014,1000.0,1000.0
107,9,51.068,-5.983,1000.0,1000.0
107,10,45.07,-5.983,1000.0,1000.0
107,11,39.069,-5.983,1000.0,1000.0
107,12,33.071,-5.983,1000.0,1000.0
107,13,27.068,-5.983,1000.0,1000.0
107,14,21.069,-5.983,1000.0,1000.0
107,15,15.07,-5.983,1000.0,1000.0
107,16,9.069,-5.983,1000.0,1000.0
107,17,9.069,-11.988,1000.0,1000.0
107,18,15.068,-11.988,1000.0,1000.0
107,19,21.068,-11.988,1000.0,1000.0
107,20,27.067,-11.988,1000.0,1000.0
107,21,33.07,-11.988,1000.0,1000.0
107,22,39.068,-11.988,1000.0,1000.0
107,23,45.069,-11.988,1000.0,1000.0
107,24,51.068,-11.988,1000.0,1000.0
107,25,51.068,-17.983,1000.0,1000.0
107,26,45.07,-17.983,1000.0,1000.0
107,27,39.069,-17.983,1000.0,1000.0
107,28,33.071,-17.983,1000.0,1000.0
107,29,27.068,-17.983,1000.0,1000.0
107,30,21.069,-17.983,12.05,-54.02
107,31,15.071,-17.983,1000.0,1000.0
107,32,9.069,-17.983,1000.0,1000.0
107,33,9.069,-23.987,1000.0,1000.0
107,34,15.068,-23.987,1000.0,1000.0
107,35,21.068,-23.987,1000.0,1000.0
107,36,27.067,-23.987,1000.0,1000.0
107,37,33.07,-23.987,1000.0,1000.0
107,38,39.068,-23.987,1000.0,1000.0
107,39,45.069,-23.987,1000.0,1000.0
107,40,51.068,-23.987,1000.0,1000.0
107,41,51.068,-29.983,1000.0,1000.0
107,42,45.07,-29.983,1000.0,1000.0
107,43,39.069,-29.983,1000.0,1000.0
107,44,33.071,-29.983,1000.0,1000.0
107,45,27.068,-29.983,1000.0,1000.0
107,46,21.069,-29.983,1000.0,1000.0
107,47,15.071,-29.983,1000.0,1000.0
107,48,9.069,-29.983,1000.0,1000.0
107,49,9.069,-35.984,1000.0,1000.0
107,50,15.068,-35.984,1000.0,1000.0
107,51,21.068,-35.984,1000.0,1000.0
107,52,27.067,-35.984,1000.0,1000.0
107,53,33.07,-35.984,1000.0,1000.0
107,54,39.068,-35.984,1000.0,1000.0
107,55,45.069,-35.984,1000.0,1000.0
107,56,51.068,-35.984,1000.0,1000.0
107,57,51.068,-41.987,1000.0,1000.0
107,58,45.07,-41.987,1000.0,1000.0
107,59,39.069,-41.987,1000.0,1000.0
107,60,33.071,-41.987,1000.0,1000.0
107,61,27.068,-41.987,1000.0,1000.0
107,62,21.069,-41.987,1000.0,1000.0
107,63,15.071,-41.987,1000.0,1000.0
107,64,9.069,-41.987,1000.0,1000.0
