run,point,exp_x,exp_y,decoder_x,decoder_y
83,1,9.067,0.014,9.067,-0.011
83,2,15.068,0.014,15.07,-0.011
83,3,21.068,0.014,21.068,-0.011
83,4,27.067,0.014,27.068,-0.011
83,5,33.07,0.014,1000.0,1000.0
83,6,39.068,0.014,33.07,-0.011
83,7,45.069,0.014,39.068,-0.011
83,8,51.068,0.014,45.069,-0.011
83,9,51.068,-5.983,45.069,-6.011
83,10,45.07,-5.983,39.053,-6.011
83,11,39.069,-5.983,33.056,-6.011
83,12,33.071,-5.983,1000.0,1000.0
83,13,27.068,-5.983,21.052,-6.011
83,14,21.069,-5.983,15.054,-6.011
83,15,15.07,-5.983,9.053,-6.011
83,16,9.069,-5.983,3.054,-6.011
83,17,9.069,-11.988,3.054,-6.011
83,18,15.068,-11.988,9.052,-6.011
83,19,21.068,-11.988,15.053,-6.011
83,20,27.067,-11.988,21.051,-6.011
83,21,33.07,-11.988,27.051,-6.011
83,22,39.068,-11.988,27.051,-6.011
83,23,45.069,-11.988,33.053,-6.011
83,24,51.068,-11.988,39.051,-6.011
83,25,51.068,-17.983,39.051,-12.015
83,26,45.07,-17.983,33.054,-12.015
83,27,39.069,-17.983,33.054,-12.015
83,28,33.071,-17.983,27.052,-12.015
83,29,27.068,-17.983,21.052,-12.015
83,30,21.069,-17.983,15.054,-12.015
83,31,15.071,-17.983,9.053,-12.015
83,32,9.069,-17.983,3.054,-12.015
83,33,9.069,-23.987,3.054,-18.011
83,34,15.068,-23.987,1000.0,1000.0
83,35,21.068,-23.987,15.053,-18.011
83,36,27.067,-23.987,21.051,-18.011
83,37,33.07,-23.987,27.051,-18.011
83,38,39.068,-23.987,33.053,-18.011
83,39,45.069,-23.987,33.053,-18.011
83,40,51.068,-23.987,39.051,-18.011
83,41,51.068,-29.983,39.051,-24.013
83,42,45.07,-29.983,33.054,-24.013
83,43,39.069,-29.983,27.052,-24.013
83,44,33.071,-29.983,21.052,-24.013
83,45,27.068,-29.983,15.054,-24.013
83,46,21.069,-29.983,9.053,-24.013
83,47,15.071,-29.983,3.054,-24.013
83,48,9.069,-29.983,1000.0,1000.0
83,49,9.069,-35.984,1000.0,1000.0
83,50,15.068,-35.984,5.945,-30.011
83,51,21.068,-35.984,11.945,-30.011
83,52,27.067,-35.984,17.947,-30.011
83,53,33.07,-35.984,23.944,-30.011
83,54,39.068,-35.984,29.945,-30.011
83,55,45.069,-35.984,35.945,-30.011
83,56,51.068,-35.984,41.945,-30.011
83,57,51.068,-41.987,41.945,-36.011
83,58,45.07,-41.987,35.946,-36.011
83,59,39.069,-41.987,29.946,-36.011
83,60,33.071,-41.987,23.945,-36.011
83,61,27.068,-41.987,17.948,-36.011
83,62,21.069,-41.987,11.946,-36.011
83,63,15.071,-41.987,5.946,-36.011
83,64,9.069,-41.987,1000.0,1000.0
