run,point,exp_x,exp_y,decoder_x,decoder_y
120,1,9.067,0.014,1000.0,1000.0
120,2,15.068,0.014,15.068,0.006
120,3,21.068,0.014,21.068,0.006
120,4,27.067,0.014,1000.0,1000.0
120,5,33.07,0.014,1000.0,1000.0
120,6,39.068,0.014,1000.0,1000.0
120,7,45.069,0.014,45.069,0.006
120,8,51.068,0.014,51.068,0.006
120,9,51.068,-5.983,51.068,0.006
120,10,45.07,-5.983,45.07,0.006
120,11,39.069,-5.983,39.069,0.006
120,12,33.071,-5.983,33.071,0.006
120,13,27.068,-5.983,27.069,0.006
120,14,21.069,-5.983,21.069,0.006
120,15,15.07,-5.983,1000.0,1000.0
120,16,9.069,-5.983,9.069,0.006
120,17,9.069,-11.988,9.069,-5.994
120,18,15.068,-11.988,1000.0,1000.0
120,19,21.068,-11.988,21.068,-5.994
120,20,27.067,-11.988,27.068,-5.994
120,21,33.07,-11.988,33.07,-5.994
120,22,39.068,-11.988,39.068,-5.994
120,23,45.069,-11.988,45.069,-5.994
120,24,51.068,-11.988,51.068,-5.994
120,25,51.068,-17.983,51.068,-11.997
120,26,45.07,-17.983,45.07,-11.997
120,27,39.069,-17.983,39.069,-11.997
120,28,33.071,-17.983,33.071,-11.997
120,29,27.068,-17.983,27.069,-11.997
120,30,21.069,-17.983,21.069,-11.997
120,31,15.071,-17.983,1000.0,1000.0
120,32,9.069,-17.983,9.069,-11.997
120,33,9.069,-23.987,9.069,-17.994
120,34,15.068,-23.987,1000.0,1000.0
120,35,21.068,-23.987,21.068,-17.994
120,36,27.067,-23.987,27.068,-17.994
120,37,33.07,-23.987,27.068,-17.994
120,38,39.068,-23.987,33.07,-17.994
120,39,45.069,-23.987,39.068,-17.994
120,40,51.068,-23.987,1000.0,1000.0
120,41,51.068,-29.983,45.069,-23.997
120,42,45.07,-29.983,39.069,-23.997
120,43,39.069,-29.983,1000.0,1000.0
120,44,33.071,-29.983,27.069,-23.997
120,45,27.068,-29.983,21.069,-23.997
120,46,21.069,-29.983,21.069,-23.997
120,47,15.071,-29.983,15.07,-23.997
120,48,9.069,-29.983,1000.0,1000.0
120,49,9.069,-35.984,9.069,-29.994
120,50,15.068,-35.984,15.068,-29.994
120,51,21.068,-35.984,15.068,-29.994
120,52,27.067,-35.984,21.068,-29.994
120,53,33.07,-35.984,27.068,-29.994
120,54,39.068,-35.984,1000.0,1000.0
120,55,45.069,-35.984,39.068,-29.994
120,56,51.068,-35.984,45.069,-29.994
120,57,51.068,-41.987,45.069,-35.994
120,58,45.07,-41.987,39.069,-35.994
120,59,39.069,-41.987,33.071,-35.994
120,60,33.071,-41.987,1000.0,1000.0
120,61,27.068,-41.987,21.069,-35.994
120,62,21.069,-41.987,15.07,-35.994
120,63,15.071,-41.987,15.07,-35.994
120,64,9.069,-41.987,9.069,-35.994
