run,point,exp_x,exp_y,decoder_x,decoder_y
173,1,9.067,0.014,9.069,-0.015
173,2,15.068,0.014,1000.0,1000.0
173,3,21.068,0.014,1000.0,1000.0
173,4,27.067,0.014,27.068,-0.015
173,5,33.07,0.014,33.07,-0.015
173,6,39.068,0.014,33.07,-0.015
173,7,45.069,0.014,39.068,-0.015
173,8,51.068,0.014,45.069,-0.015
173,9,51.068,-5.983,45.069,-6.013
173,10,45.07,-5.983,1000.0,1000.0
173,11,39.069,-5.983,33.071,-6.013
173,12,33.071,-5.983,27.069,-6.013
173,13,27.068,-5.983,21.069,-6.013
173,14,21.069,-5.983,15.07,-6.013
173,15,15.07,-5.983,9.069,-6.013
173,16,9.069,-5.983,1000.0,1000.0
173,17,9.069,-11.988,3.071,-12.018
173,18,15.068,-11.988,9.067,-12.018
173,19,21.068,-11.988,15.07,-12.018
173,20,27.067,-11.988,1000.0,1000.0
173,21,33.07,-11.988,27.068,-12.018
173,22,39.068,-11.988,33.07,-12.018
173,23,45.069,-11.988,39.068,-12.018
173,24,51.068,-11.988,1000.0,1000.0
173,25,51.068,-17.983,45.069,-18.013
173,26,45.07,-17.983,1000.0,1000.0
173,27,39.069,-17.983,1000.0,1000.0
173,28,33.071,-17.983,27.069,-18.013
173,29,27.068,-17.983,21.069,-18.013
173,30,21.069,-17.983,1000.0,1000.0
173,31,15.071,-17.983,15.07,-18.013
173,32,9.069,-17.983,9.069,-18.013
173,33,9.069,-23.987,42.053,-57.001
173,34,15.068,-23.987,15.07,-24.017
173,35,21.068,-23.987,1000.0,1000.0
173,36,27.067,-23.987,27.068,-24.017
173,37,33.07,-23.987,33.07,-24.017
173,38,39.068,-23.987,39.068,-24.017
173,39,45.069,-23.987,45.07,-24.017
173,40,51.068,-23.987,1000.0,1000.0
173,41,51.068,-29.983,51.068,-30.014
173,42,45.07,-29.983,45.07,-30.014
173,43,39.069,-29.983,39.069,-30.014
173,44,33.071,-29.983,33.071,-30.014
173,45,27.068,-29.983,27.069,-30.014
173,46,21.069,-29.983,21.069,-30.014
173,47,15.071,-29.983,15.07,-30.014
173,48,9.069,-29.983,9.069,-30.014
173,49,9.069,-35.984,9.069,-36.014
173,50,15.068,-35.984,15.068,-36.014
173,51,21.068,-35.984,1000.0,1000.0
173,52,27.067,-35.984,27.068,-36.014
173,53,33.07,-35.984,33.07,-36.014
173,54,39.068,-35.984,1000.0,1000.0
173,55,45.069,-35.984,45.069,-36.014
173,56,51.068,-35.984,45.069,-36.014
173,57,51.068,-41.987,45.069,-42.017
173,58,45.07,-41.987,39.069,-42.017
173,59,39.069,-41.987,1000.0,1000.0
173,60,33.071,-41.987,27.069,-42.017
173,61,27.068,-41.987,21.069,-42.017
173,62,21.069,-41.987,15.07,-42.017
173,63,15.071,-41.987,9.069,-42.017
173,64,9.069,-41.987,3.071,-42.017
