run,point,exp_x,exp_y,decoder_x,decoder_y
184,1,9.067,0.014,9.069,0.006
184,2,15.068,0.014,1000.0,1000.0
184,3,21.068,0.014,21.068,0.006
184,4,27.067,0.014,27.068,0.006
184,5,33.07,0.014,33.07,-33.0
184,6,39.068,0.014,39.068,0.006
184,7,45.069,0.014,45.069,0.006
184,8,51.068,0.014,51.068,0.006
184,9,51.068,-5.983,51.068,-5.994
184,10,45.07,-5.983,1000.0,1000.0
184,11,39.069,-5.983,39.069,-5.994
184,12,33.071,-5.983,1000.0,1000.0
184,13,27.068,-5.983,27.069,-5.994
184,14,21.069,-5.983,21.069,-5.994
184,15,15.07,-5.983,1000.0,1000.0
184,16,9.069,-5.983,1000.0,1000.0
184,17,9.069,-11.988,15.07,-11.997
184,18,15.068,-11.988,1000.0,1000.0
184,19,21.068,-11.988,27.068,-11.997
184,20,27.067,-11.988,33.07,-11.997
184,21,33.07,-11.988,1000.0,1000.0
184,22,39.068,-11.988,45.069,-11.997
184,23,45.069,-11.988,51.068,-11.997
184,24,51.068,-11.988,1000.0,1000.0
184,25,51.068,-17.983,57.068,-17.994
184,26,45.07,-17.983,51.07,-17.994
184,27,39.069,-17.983,45.07,-17.994
184,28,33.071,-17.983,39.069,-17.994
184,29,27.068,-17.983,33.071,-17.994
184,30,21.069,-17.983,27.069,-17.994
184,31,15.071,-17.983,1000.0,1000.0
184,32,9.069,-17.983,15.07,-17.994
184,33,9.069,-23.987,15.07,-23.996
184,34,15.068,-23.987,1000.0,1000.0
184,35,21.068,-23.987,27.068,-39.002
184,36,27.067,-23.987,33.07,-23.996
184,37,33.07,-23.987,39.068,-23.996
184,38,39.068,-23.987,1000.0,1000.0
184,39,45.069,-23.987,51.068,-23.996
184,40,51.068,-23.987,57.068,-23.996
184,41,51.068,-29.983,57.068,-29.994
184,42,45.07,-29.983,36.076,-15.0
184,43,39.069,-29.983,1000.0,1000.0
184,44,33.071,-29.983,39.069,-29.994
184,45,27.068,-29.983,33.071,-32.999
184,46,21.069,-29.983,27.069,-29.994
184,47,15.071,-29.983,21.069,-29.994
184,48,9.069,-29.983,1000.0,1000.0
184,49,9.069,-35.984,15.07,-35.994
184,50,15.068,-35.984,21.068,-35.994
184,51,21.068,-35.984,27.068,-35.994
184,52,27.067,-35.984,33.07,-35.994
184,53,33.07,-35.984,39.068,-35.994
184,54,39.068,-35.984,1000.0,1000.0
184,55,45.069,-35.984,51.068,-35.994
184,56,51.068,-35.984,57.068,-35.994
184,57,51.068,-41.987,1000.0,1000.0
184,58,45.07,-41.987,1000.0,1000.0
184,59,39.069,-41.987,45.07,-41.998
184,60,33.071,-41.987,39.069,-41.998
184,61,27.068,-41.987,1000.0,1000.0
184,62,21.069,-41.987,27.069,-41.998
184,63,15.071,-41.987,21.069,-41.998
184,64,9.069,-41.987,15.07,-41.998
