run,point,exp_x,exp_y,decoder_x,decoder_y
204,1,9.067,0.014,9.067,-0.02
204,2,15.068,0.014,15.068,-0.02
204,3,21.068,0.014,1000.0,1000.0
204,4,27.067,0.014,27.068,-0.02
204,5,33.07,0.014,1000.0,1000.0
204,6,39.068,0.014,39.068,-0.02
204,7,45.069,0.014,45.069,-0.02
204,8,51.068,0.014,1000.0,1000.0
204,9,51.068,-5.983,45.069,-6.018
204,10,45.07,-5.983,39.069,-6.018
204,11,39.069,-5.983,1000.0,1000.0
204,12,33.071,-5.983,27.069,-6.018
204,13,27.068,-5.983,21.069,-6.018
204,14,21.069,-5.983,15.07,-6.018
204,15,15.07,-5.983,9.069,-6.018
204,16,9.069,-5.983,3.071,-6.018
204,17,9.069,-11.988,3.071,-12.023
204,18,15.068,-11.988,9.067,-12.023
204,19,21.068,-11.988,15.07,-12.023
204,20,27.067,-11.988,21.068,-12.023
204,21,33.07,-11.988,27.068,-12.023
204,22,39.068,-11.988,33.07,-12.023
204,23,45.069,-11.988,39.068,-12.023
204,24,51.068,-11.988,45.069,-12.023
204,25,51.068,-17.983,45.069,-18.018
204,26,45.07,-17.983,39.069,-18.018
204,27,39.069,-17.983,1000.0,1000.0
204,28,33.071,-17.983,27.069,-18.018
204,29,27.068,-17.983,21.069,-18.018
204,30,21.069,-17.983,1000.0,1000.0
204,31,15.071,-17.983,9.069,-18.018
204,32,9.069,-17.983,3.071,-18.018
204,33,9.069,-23.987,1000.0,1000.0
204,34,15.068,-23.987,9.067,-24.021
204,35,21.068,-23.987,15.068,-24.021
204,36,27.067,-23.987,1000.0,1000.0
204,37,33.07,-23.987,27.068,-24.021
204,38,39.068,-23.987,33.07,-24.021
204,39,45.069,-23.987,39.068,-24.021
204,40,51.068,-23.987,1000.0,1000.0
204,41,51.068,-29.983,45.069,-30.019
204,42,45.07,-29.983,39.069,-30.019
204,43,39.069,-29.983,1000.0,1000.0
204,44,33.071,-29.983,27.069,-30.019
204,45,27.068,-29.983,21.069,-30.019
204,46,21.069,-29.983,21.069,-30.019
204,47,15.071,-29.983,15.07,-30.019
204,48,9.069,-29.983,1000.0,1000.0
204,49,9.069,-35.984,1000.0,1000.0
204,50,15.068,-35.984,1000.0,1000.0
204,51,21.068,-35.984,21.068,-36.019
204,52,27.067,-35.984,27.068,-36.019
204,53,33.07,-35.984,33.07,-36.019
204,54,39.068,-35.984,39.068,-36.019
204,55,45.069,-35.984,45.069,-36.019
204,56,51.068,-35.984,51.068,-36.019
204,57,51.068,-41.987,1000.0,1000.0
204,58,45.07,-41.987,1000.0,1000.0
204,59,39.069,-41.987,39.069,-42.023
204,60,33.071,-41.987,1000.0,1000.0
204,61,27.068,-41.987,27.069,-42.023
204,62,21.069,-41.987,1000.0,1000.0
204,63,15.071,-41.987,15.07,-42.023
204,64,9.069,-41.987,9.069,-42.023
