run,point,exp_x,exp_y,decoder_x,decoder_y
135,1,9.067,0.014,0.0,0.006
135,2,15.068,0.014,66.076,-60.071
135,3,21.068,0.014,11.998,0.006
135,4,27.067,0.014,18.002,0.006
135,5,33.07,0.014,23.998,0.006
135,6,39.068,0.014,29.999,0.006
135,7,45.069,0.014,1000.0,1000.0
135,8,51.068,0.014,1000.0,1000.0
135,9,51.068,-5.983,41.999,-5.994
135,10,45.07,-5.983,36.0,-66.07
135,11,39.069,-5.983,30.0,-5.994
135,12,33.071,-5.983,23.999,-5.994
135,13,27.068,-5.983,18.002,-5.994
135,14,21.069,-5.983,12.0,-5.994
135,15,15.07,-5.983,6.0,-5.994
135,16,9.069,-5.983,1000.0,1000.0
135,17,9.069,-11.988,0.061,-11.997
135,18,15.068,-11.988,6.06,-11.997
135,19,21.068,-11.988,1000.0,1000.0
135,20,27.067,-11.988,12.059,-11.997
135,21,33.07,-11.988,18.062,-11.997
135,22,39.068,-11.988,24.059,-11.997
135,23,45.069,-11.988,30.06,-11.997
135,24,51.068,-11.988,36.059,-11.997
135,25,51.068,-17.983,1000.0,1000.0
135,26,45.07,-17.983,1000.0,1000.0
135,27,39.069,-17.983,24.06,-17.994
135,28,33.071,-17.983,18.062,-17.994
135,29,27.068,-17.983,12.061,-17.994
135,30,21.069,-17.983,6.06,-17.994
135,31,15.071,-17.983,0.061,-17.994
135,32,9.069,-17.983,0.061,-17.994
135,33,9.069,-23.987,0.061,-23.996
135,34,15.068,-23.987,1000.0,1000.0
135,35,21.068,-23.987,12.059,-23.996
135,36,27.067,-23.987,18.062,-23.996
135,37,33.07,-23.987,1000.0,1000.0
135,38,39.068,-23.987,30.06,-23.996
135,39,45.069,-23.987,36.059,-23.996
135,40,51.068,-23.987,1000.0,1000.0
135,41,51.068,-29.983,42.058,-29.994
135,42,45.07,-29.983,36.06,-29.994
135,43,39.069,-29.983,30.061,-29.994
135,44,33.071,-29.983,24.06,-29.994
135,45,27.068,-29.983,1000.0,1000.0
135,46,21.069,-29.983,12.061,-29.994
135,47,15.071,-29.983,1000.0,1000.0
135,48,9.069,-29.983,6.06,-29.994
135,49,9.069,-35.984,1000.0,1000.0
135,50,15.068,-35.984,12.059,-29.994
135,51,21.068,-35.984,12.059,-29.994
135,52,27.067,-35.984,18.062,-29.994
135,53,33.07,-35.984,1000.0,1000.0
135,54,39.068,-35.984,30.06,-29.994
135,55,45.069,-35.984,30.06,-29.994
135,56,51.068,-35.984,1000.0,1000.0
135,57,51.068,-41.987,36.059,-35.994
135,58,45.07,-41.987,30.061,-35.994
135,59,39.069,-41.987,30.061,-35.994
135,60,33.071,-41.987,30.061,-35.994
135,61,27.068,-41.987,24.06,-35.994
135,62,21.069,-41.987,18.063,-35.994
135,63,15.071,-41.987,12.061,-35.994
135,64,9.069,-41.987,1000.0,1000.0
