run,point,exp_x,exp_y,decoder_x,decoder_y
145,1,9.067,0.014,9.053,-0.004
145,2,15.068,0.014,15.053,-0.004
145,3,21.068,0.014,21.052,-0.004
145,4,27.067,0.014,1000.0,1000.0
145,5,33.07,0.014,27.052,-0.004
145,6,39.068,0.014,33.054,-0.004
145,7,45.069,0.014,39.052,-0.004
145,8,51.068,0.014,45.053,-0.004
145,9,51.068,-5.983,45.053,-6.004
145,10,45.07,-5.983,1000.0,1000.0
145,11,39.069,-5.983,1000.0,1000.0
145,12,33.071,-5.983,27.053,-6.004
145,13,27.068,-5.983,21.054,-6.004
145,14,21.069,-5.983,1000.0,1000.0
145,15,15.07,-5.983,15.054,-6.004
145,16,9.069,-5.983,9.053,-6.004
145,17,9.069,-11.988,1000.0,1000.0
145,18,15.068,-11.988,15.053,-12.007
145,19,21.068,-11.988,21.052,-12.007
145,20,27.067,-11.988,1000.0,1000.0
145,21,33.07,-11.988,33.054,-12.007
145,22,39.068,-11.988,39.052,-12.007
145,23,45.069,-11.988,1000.0,1000.0
145,24,51.068,-11.988,51.053,-12.007
145,25,51.068,-17.983,51.053,-18.003
145,26,45.07,-17.983,45.054,-18.003
145,27,39.069,-17.983,1000.0,1000.0
145,28,33.071,-17.983,33.056,-18.003
145,29,27.068,-17.983,27.053,-18.003
145,30,21.069,-17.983,1000.0,1000.0
145,31,15.071,-17.983,1000.0,1000.0
145,32,9.069,-17.983,9.053,-18.003
145,33,9.069,-23.987,9.053,-24.007
145,34,15.068,-23.987,42.063,-51.017
145,35,21.068,-23.987,21.052,-24.007
145,36,27.067,-23.987,21.052,-24.007
145,37,33.07,-23.987,27.052,-24.007
145,38,39.068,-23.987,27.052,-24.007
145,39,45.069,-23.987,33.054,-24.007
145,40,51.068,-23.987,1000.0,1000.0
145,41,51.068,-29.983,39.052,-30.004
145,42,45.07,-29.983,1000.0,1000.0
145,43,39.069,-29.983,27.053,-30.004
145,44,33.071,-29.983,1000.0,1000.0
145,45,27.068,-29.983,21.054,-30.004
145,46,21.069,-29.983,1000.0,1000.0
145,47,15.071,-29.983,9.053,-30.004
145,48,9.069,-29.983,3.055,-30.004
145,49,9.069,-35.984,3.055,-30.004
145,50,15.068,-35.984,9.052,-30.004
145,51,21.068,-35.984,15.053,-30.004
145,52,27.067,-35.984,21.052,-30.004
145,53,33.07,-35.984,27.052,-30.004
145,54,39.068,-35.984,1000.0,1000.0
145,55,45.069,-35.984,39.052,-30.004
145,56,51.068,-35.984,45.053,-30.004
145,57,51.068,-41.987,45.053,-35.906
145,58,45.07,-41.987,39.053,-35.906
145,59,39.069,-41.987,1000.0,1000.0
145,60,33.071,-41.987,27.053,-35.906
145,61,27.068,-41.987,21.054,-35.906
145,62,21.069,-41.987,21.054,-35.906
145,63,15.071,-41.987,1000.0,1000.0
145,64,9.069,-41.987,9.053,-35.906
