run,point,exp_x,exp_y,decoder_x,decoder_y
52,1,9.067,0.014,1000.0,1000.0
52,2,15.068,0.014,15.068,-0.033
52,3,21.068,0.014,21.068,-0.033
52,4,27.067,0.014,21.068,-0.033
52,5,33.07,0.014,27.068,-0.033
52,6,39.068,0.014,33.07,-0.033
52,7,45.069,0.014,39.068,-0.033
52,8,51.068,0.014,45.069,-0.033
52,9,51.068,-5.983,45.069,-6.033
52,10,45.07,-5.983,1000.0,1000.0
52,11,39.069,-5.983,33.071,-6.033
52,12,33.071,-5.983,27.069,-6.033
52,13,27.068,-5.983,21.069,-6.033
52,14,21.069,-5.983,15.07,-6.033
52,15,15.07,-5.983,9.069,-6.033
52,16,9.069,-5.983,3.071,-6.033
52,17,9.069,-11.988,3.071,-12.036
52,18,15.068,-11.988,9.067,-12.036
52,19,21.068,-11.988,15.068,-12.036
52,20,27.067,-11.988,21.068,-12.036
52,21,33.07,-11.988,27.068,-12.036
52,22,39.068,-11.988,1000.0,1000.0
52,23,45.069,-11.988,39.068,-12.036
52,24,51.068,-11.988,45.069,-12.036
52,25,51.068,-17.983,45.069,-18.031
52,26,45.07,-17.983,39.069,-18.031
52,27,39.069,-17.983,33.071,-18.031
52,28,33.071,-17.983,27.069,-18.031
52,29,27.068,-17.983,21.069,-18.031
52,30,21.069,-17.983,15.07,-18.031
52,31,15.071,-17.983,9.069,-18.031
52,32,9.069,-17.983,3.071,-18.031
52,33,9.069,-23.987,3.071,-24.035
52,34,15.068,-23.987,9.067,-24.035
52,35,21.068,-23.987,15.068,-24.035
52,36,27.067,-23.987,21.068,-24.035
52,37,33.07,-23.987,27.068,-24.035
52,38,39.068,-23.987,33.07,-24.035
52,39,45.069,-23.987,33.07,-24.035
52,40,51.068,-23.987,39.068,-24.035
52,41,51.068,-29.983,39.068,-30.032
52,42,45.07,-29.983,33.071,-30.032
52,43,39.069,-29.983,1000.0,1000.0
52,44,33.071,-29.983,21.069,-30.032
52,45,27.068,-29.983,15.07,-30.032
52,46,21.069,-29.983,9.069,-30.032
52,47,15.071,-29.983,3.071,-30.032
52,48,9.069,-29.983,0.06,-30.032
52,49,9.069,-35.984,0.06,-36.033
52,50,15.068,-35.984,6.058,-36.033
52,51,21.068,-35.984,12.059,-36.033
52,52,27.067,-35.984,18.062,-36.033
52,53,33.07,-35.984,24.065,-36.033
52,54,39.068,-35.984,30.066,-36.033
52,55,45.069,-35.984,36.065,-36.033
52,56,51.068,-35.984,42.066,-36.033
52,57,51.068,-41.987,1000.0,1000.0
52,58,45.07,-41.987,36.066,-42.037
52,59,39.069,-41.987,30.067,-42.037
52,60,33.071,-41.987,24.066,-42.037
52,61,27.068,-41.987,18.068,-42.037
52,62,21.069,-41.987,12.067,-42.037
52,63,15.071,-41.987,6.066,-42.037
52,64,9.069,-41.987,0.087,-42.037
