run,point,exp_x,exp_y,decoder_x,decoder_y
44,1,9.067,0.014,9.067,-66.066
44,2,15.068,0.014,15.068,-66.066
44,3,21.068,0.014,21.068,-66.066
44,4,27.067,0.014,27.068,-66.066
44,5,33.07,0.014,33.07,-66.066
44,6,39.068,0.014,39.068,-66.066
44,7,45.069,0.014,1000.0,1000.0
44,8,51.068,0.014,51.068,-15.002
44,9,51.068,-5.983,1000.0,1000.0
44,10,45.07,-5.983,1000.0,1000.0
44,11,39.069,-5.983,1000.0,1000.0
44,12,33.071,-5.983,1000.0,1000.0
44,13,27.068,-5.983,1000.0,1000.0
44,14,21.069,-5.983,1000.0,1000.0
44,15,15.07,-5.983,1000.0,1000.0
44,16,9.069,-5.983,1000.0,1000.0
44,17,9.069,-11.988,1000.0,1000.0
44,18,15.068,-11.988,1000.0,1000.0
44,19,21.068,-11.988,1000.0,1000.0
44,20,27.067,-11.988,1000.0,1000.0
44,21,33.07,-11.988,1000.0,1000.0
44,22,39.068,-11.988,1000.0,1000.0
44,23,45.069,-11.988,1000.0,1000.0
44,24,51.068,-11.988,1000.0,1000.0
44,25,51.068,-17.983,1000.0,1000.0
44,26,45.07,-17.983,1000.0,1000.0
44,27,39.069,-17.983,45.07,-21.0
44,28,33.071,-17.983,1000.0,1000.0
44,29,27.068,-17.983,1000.0,1000.0
44,30,21.069,-17.983,1000.0,1000.0
44,31,15.071,-17.983,1000.0,1000.0
44,32,9.069,-17.983,1000.0,1000.0
44,33,9.069,-23.987,1000.0,1000.0
44,34,15.068,-23.987,1000.0,1000.0
44,35,21.068,-23.987,1000.0,1000.0
44,36,27.067,-23.987,1000.0,1000.0
44,37,33.07,-23.987,1000.0,1000.0
44,38,39.068,-23.987,1000.0,1000.0
44,39,45.069,-23.987,1000.0,1000.0
44,40,51.068,-23.987,1000.0,1000.0
44,41,51.068,-29.983,1000.0,1000.0
44,42,45.07,-29.983,1000.0,1000.0
44,43,39.069,-29.983,1000.0,1000.0
44,44,33.071,-29.983,1000.0,1000.0
44,45,27.068,-29.983,1000.0,1000.0
44,46,21.069,-29.983,1000.0,1000.0
44,47,15.071,-29.983,1000.0,1000.0
44,48,9.069,-29.983,1000.0,1000.0
44,49,9.069,-35.984,1000.0,1000.0
44,50,15.068,-35.984,1000.0,1000.0
44,51,21.068,-35.984,1000.0,1000.0
44,52,27.067,-35.984,1000.0,1000.0
44,53,33.07,-35.984,1000.0,1000.0
44,54,39.068,-35.984,1000.0,1000.0
44,55,45.069,-35.984,1000.0,1000.0
44,56,51.068,-35.984,1000.0,1000.0
44,57,51.068,-41.987,1000.0,1000.0
44,58,45.07,-41.987,1000.0,1000.0
44,59,39.069,-41.987,1000.0,1000.0
44,60,33.071,-41.987,1000.0,1000.0
44,61,27.068,-41.987,1000.0,1000.0
44,62,21.069,-41.987,1000.0,1000.0
44,63,15.071,-41.987,1000.0,1000.0
44,64,9.069,-41.987,1000.0,1000.0
