lsid	reff_orn	point_orn	dx	dy
243	1	1	7428	54115
243	1	2	12345	54115
243	1	3	17259	54115
243	1	4	22174	54115
243	1	5	27092	54115
243	1	6	32004	-2
243	1	7	36921	54115
243	1	8	41835	54115
243	1	9	41835	49201
243	1	10	-2	49201
243	1	11	32004	49201
243	1	12	27093	49201
243	1	13	22174	49201
243	1	14	17260	49201
243	1	15	-1	49201
243	1	16	7429	49201
243	1	17	7429	44282
243	1	18	12345	44282
243	1	19	17259	44282
243	1	20	22173	-1
243	1	21	27092	44282
243	1	22	32004	44282
243	1	23	36921	44282
243	1	24	41835	44282
243	1	25	41835	39371
243	1	26	36921	-1
243	1	27	32004	39371
243	1	28	27093	39371
243	1	29	22174	-1
243	1	30	17260	39371
243	1	31	12346	39371
243	1	32	7429	-1
243	1	33	7429	34453
243	1	34	12345	34453
243	1	35	17259	34453
243	1	36	-2	-1
243	1	37	27092	34453
243	1	38	32004	34453
243	1	39	-2	34453
243	1	40	41835	34453
243	1	41	41835	29540
243	1	42	36922	29540
243	1	43	8193242	29540
243	1	44	-1	1935994344
243	1	45	22174	29540
243	1	46	17260	29540
243	1	47	12346	29540
243	1	48	-1	1935994344
243	1	49	7428	24625
243	1	50	12345	24625
243	1	51	17259	24625
243	1	52	-1	24625
243	1	53	27092	24625
243	1	54	32003	24625
243	1	55	32003	24625
243	1	56	36921	24625
243	1	57	255	32176
243	1	58	32004	32004
243	1	59	27093	19706
243	1	60	22174	19706
243	1	61	17260	19706
243	1	62	12346	19706
243	1	63	7429	19706
243	1	64	-2	-1
