lsid	reff_orn	point_orn	dx	dy
83	1	1	7428	54115
83	1	2	12345	54115
83	1	3	17259	54115
83	1	4	22174	54115
83	1	5	-1	54115
83	1	6	27091	54115
83	1	7	32004	54115
83	1	8	36920	54115
83	1	9	36920	49200
83	1	10	31992	49200
83	1	11	27079	49200
83	1	12	22161	-1
83	1	13	17246	49200
83	1	14	12332	49200
83	1	15	7416	49200
83	1	16	2502	49200
83	1	17	2502	49200
83	1	18	7415	49200
83	1	19	12331	49200
83	1	20	17245	49200
83	1	21	22160	49200
83	1	22	22160	49200
83	1	23	27077	49200
83	1	24	31990	49200
83	1	25	31990	44282
83	1	26	27078	44282
83	1	27	27078	44282
83	1	28	22161	44282
83	1	29	17246	44282
83	1	30	12332	44282
83	1	31	7416	44282
83	1	32	2502	44282
83	1	33	2502	39370
83	1	34	-1	39370
83	1	35	12331	39370
83	1	36	17245	39370
83	1	37	22160	39370
83	1	38	27077	39370
83	1	39	27077	39370
83	1	40	31990	39370
83	1	41	31990	34453
83	1	42	27078	34453
83	1	43	22161	34453
83	1	44	17246	34453
83	1	45	12332	34453
83	1	46	7416	34453
83	1	47	2502	34453
83	1	48	-2	34453
83	1	49	-2	29539
83	1	50	4870	29539
83	1	51	9785	29539
83	1	52	14702	29539
83	1	53	19615	29539
83	1	54	24531	29539
83	1	55	29446	29539
83	1	56	34361	29539
83	1	57	34361	24624
83	1	58	29447	24624
83	1	59	24532	24624
83	1	60	19616	24624
83	1	61	14703	24624
83	1	62	9786	24624
83	1	63	4871	24624
83	1	64	-2	24624
