lsid	reff_orn	point_orn	dx	dy
179	1	1	7428	54097
179	1	2	12345	54097
179	1	3	17259	54097
179	1	4	22174	54097
179	1	5	27091	54097
179	1	6	-1	5330431
179	1	7	36921	54097
179	1	8	41835	54097
179	1	9	41835	49182
179	1	10	36921	-1
179	1	11	32005	49182
179	1	12	27092	49182
179	1	13	22174	49182
179	1	14	17259	49182
179	1	15	12346	49182
179	1	16	7429	-1
179	1	17	7429	44264
179	1	18	-2	-1
179	1	19	17259	44264
179	1	20	22174	44264
179	1	21	27091	44264
179	1	22	32004	44264
179	1	23	33	44264
179	1	24	-2	-1
179	1	25	41835	39353
179	1	26	36922	39353
179	1	27	-1	12149457
179	1	28	27092	39353
179	1	29	-2	-1
179	1	30	17260	39353
179	1	31	12346	39353
179	1	32	7429	39353
179	1	33	-1	-1
179	1	34	12345	34435
179	1	35	17259	34435
179	1	36	-1	34435
179	1	37	27091	34435
179	1	38	32004	34435
179	1	39	3757601	34435
179	1	40	-1	34435
179	1	41	41835	29522
179	1	42	36921	29522
179	1	43	36921	29522
179	1	44	36921	29522
179	1	45	334688	29522
179	1	46	-1	5402110
179	1	47	22174	29522
179	1	48	17260	29522
179	1	49	17260	29522
179	1	50	29522	22174
179	1	51	27091	29522
179	1	52	32004	29522
179	1	53	36921	29522
179	1	54	41835	29522
179	1	55	46750	29522
179	1	56	51667	29522
179	1	57	-2	-1
179	1	58	46750	24606
179	1	59	41835	24606
179	1	60	41835	24606
179	1	61	36921	-1
179	1	62	32005	24606
179	1	63	27092	24606
179	1	64	27092	24606
