lsid	reff_orn	point_orn	dx	dy
107	1	1	0	0
107	1	2	4914	4914
107	1	3	9829	0
107	1	4	14746	0
107	1	5	19659	-1
107	1	6	24575	0
107	1	7	24575	0
107	1	8	29490	-1
107	1	9	29490	-2
107	1	10	29490	-2
107	1	11	24576	-2
107	1	12	-2	-1
107	1	13	14747	-2
107	1	14	9830	-2
107	1	15	4915	-2
107	1	16	41	-2
107	1	17	41	-2
107	1	18	-1	-2
107	1	19	9870	-2
107	1	20	14787	-2
107	1	21	19700	-1
107	1	22	24616	-2
107	1	23	29530	-2
107	1	24	34445	-2
107	1	25	34445	-1
107	1	26	29531	-2
107	1	27	24617	-2
107	1	28	19701	-2
107	1	29	-2	14788
107	1	30	9871	9871
107	1	31	-1	-2
107	1	32	4956	-1
107	1	33	4956	-2
107	1	34	-2	9870
107	1	35	14787	-2
107	1	36	19699	-2
107	1	37	-2	-1
107	1	38	29530	-2
107	1	39	34445	-2
107	1	40	39362	-2
107	1	41	39362	-2
107	1	42	39362	-2
107	1	43	34447	-2
107	1	44	-1	-2
107	1	45	34447	-2
107	1	46	29531	-2
107	1	47	24617	-2
107	1	48	19701	-2
107	1	49	19701	-2
107	1	50	24616	-2
107	1	51	29530	-2
107	1	52	-1	15714667
107	1	53	39362	-2
107	1	54	44275	-2
107	1	55	-1	-2
107	1	56	54106	-2
107	1	57	54106	-2
107	1	58	49193	-2
107	1	59	44277	-2
107	1	60	39364	-2
107	1	61	39364	-2
107	1	62	34447	-2
107	1	63	29532	-1
107	1	64	24617	-2
