lsid	reff_orn	point_orn	dx	dy
44	1	1	7428	3
44	1	2	12344	3
44	1	3	17259	3
44	1	4	22174	3
44	1	5	27091	3
44	1	6	32004	3
44	1	7	-1	3
44	1	8	41835	41835
44	1	9	41835	-2
44	1	10	36921	-2
44	1	11	32005	-2
44	1	12	27092	-2
44	1	13	22175	-2
44	1	14	22175	-2
44	1	15	17260	-2
44	1	16	12345	-2
44	1	17	12345	-2
44	1	18	17259	-2
44	1	19	22174	-2
44	1	20	-1	-2
44	1	21	32004	-2
44	1	22	36920	-2
44	1	23	41835	-2
44	1	24	46750	-2
44	1	25	46750	-2
44	1	26	41836	-2
44	1	27	36921	36921
44	1	28	32005	-2
44	1	29	27092	-2
44	1	30	22175	-2
44	1	31	17260	-2
44	1	32	12345	-2
44	1	33	12345	-2
44	1	34	17259	-2
44	1	35	22174	-2
44	1	36	27091	-2
44	1	37	32004	-2
44	1	38	32004	-2
44	1	39	36920	-2
44	1	40	41835	-2
44	1	41	41835	-2
44	1	42	36921	-2
44	1	43	32005	-2
44	1	44	27092	-2
44	1	45	22175	-1
44	1	46	17260	-2
44	1	47	12345	-2
44	1	48	7429	-1
44	1	49	7429	-2
44	1	50	12344	-1
44	1	51	17259	-2
44	1	52	22174	-2
44	1	53	27091	-2
44	1	54	32004	-2
44	1	55	36920	-2
44	1	56	41835	-2
44	1	57	41835	-2
44	1	58	36921	-2
44	1	59	32005	-2
44	1	60	27092	-2
44	1	61	27092	-2
44	1	62	22175	-2
44	1	63	17260	-2
44	1	64	12345	-2
