lsid	reff_orn	point_orn	dx	dy
175	1	1	7428	54112
175	1	2	-1	54112
175	1	3	17259	54112
175	1	4	22174	54112
175	1	5	-2	-1
175	1	6	32004	54112
175	1	7	36921	54112
175	1	8	36921	54112
175	1	9	36921	49198
175	1	10	32005	49198
175	1	11	-1	49198
175	1	12	22174	49198
175	1	13	17260	49198
175	1	14	-2	-1
175	1	15	7429	49198
175	1	16	2516	49198
175	1	17	-1	-1
175	1	18	7428	44279
175	1	19	12345	44279
175	1	20	17259	44279
175	1	21	22174	44279
175	1	22	27091	44279
175	1	23	32004	44279
175	1	24	36921	44279
175	1	25	-1	-1
175	1	26	32005	39368
175	1	27	27092	39368
175	1	28	22174	39368
175	1	29	17260	39368
175	1	30	12345	39368
175	1	31	-1	39368
175	1	32	2516	39368
175	1	33	2516	34450
175	1	34	3996	34450
175	1	35	8911	34450
175	1	36	13826	-2
175	1	37	18744	34450
175	1	38	23656	34450
175	1	39	28572	34450
175	1	40	33487	34450
175	1	41	33487	29537
175	1	42	-1	1
175	1	43	23658	29537
175	1	44	18745	29537
175	1	45	13827	29537
175	1	46	8912	29537
175	1	47	-2	-1
175	1	48	-2	29537
175	1	49	24622	778120961
175	1	50	319977230	24622
175	1	51	24622	9797
175	1	52	14714	24622
175	1	53	19627	24622
175	1	54	24543	24622
175	1	55	29457	24622
175	1	56	34372	24622
175	1	57	34372	19703
175	1	58	-1	16235637
175	1	59	24544	19703
175	1	60	19628	19703
175	1	61	14715	-1
175	1	62	9798	19703
175	1	63	4882	19703
175	1	64	-2	-1
