lsid	reff_orn	point_orn	dx	dy
206	1	1	7428	54092
206	1	2	12345	54092
206	1	3	-1	54092
206	1	4	22174	54092
206	1	5	-1	54092
206	1	6	32004	54092
206	1	7	36922	54092
206	1	8	-1	54092
206	1	9	41835	49177
206	1	10	36921	-2
206	1	11	-1	49177
206	1	12	-2	-1
206	1	13	22174	49177
206	1	14	17260	49177
206	1	15	-2	-1
206	1	16	17260	49177
206	1	17	17260	44259
206	1	18	22173	44259
206	1	19	27093	44259
206	1	20	32003	44259
206	1	21	36921	44259
206	1	22	41836	44259
206	1	23	46746	44259
206	1	24	51671	44259
206	1	25	51671	39348
206	1	26	46748	39348
206	1	27	-2	-1
206	1	28	36923	39348
206	1	29	32001	39348
206	1	30	-2	-1
206	1	31	22171	39348
206	1	32	17261	39348
206	1	33	-2	-1
206	1	34	22171	-1
206	1	35	27096	34430
206	1	36	32001	34430
206	1	37	36922	34430
206	1	38	-1	-2
206	1	39	46747	34430
206	1	40	51672	34430
206	1	41	51674	34430
206	1	42	-2	-1
206	1	43	41838	41838
206	1	44	36923	34430
206	1	45	32001	34430
206	1	46	27097	34430
206	1	47	1453032504	34430
206	1	48	-1	-2
206	1	49	17261	29517
206	1	50	22170	29517
206	1	51	22170	29517
206	1	52	27096	29517
206	1	53	-2	-1
206	1	54	36922	29517
206	1	55	41836	29517
206	1	56	-1	1934437430
206	1	57	46747	24601
206	1	58	41837	24601
206	1	59	47	24601
206	1	60	41839	24601
206	1	61	36922	24601
206	1	62	32004	24601
206	1	63	27093	24601
206	1	64	22174	24601
