lsid	reff_orn	point_orn	dx	dy
40	1	1	7427	54078
40	1	2	12343	54078
40	1	3	17258	54078
40	1	4	22173	54078
40	1	5	27090	54078
40	1	6	32003	54078
40	1	7	54078	-1
40	1	8	36919	54078
40	1	9	36919	49163
40	1	10	32004	49163
40	1	11	-1	49163
40	1	12	27090	49163
40	1	13	22173	49163
40	1	14	17258	49163
40	1	15	12344	49163
40	1	16	12344	12344
40	1	17	12344	44244
40	1	18	-2	-1
40	1	19	22173	44244
40	1	20	27090	44244
40	1	21	32003	44244
40	1	22	36919	44244
40	1	23	-1	44244
40	1	24	46749	44244
40	1	25	46748	39412
40	1	26	-2	-1
40	1	27	41834	39412
40	1	28	36920	39412
40	1	29	36920	39412
40	1	30	32004	39412
40	1	31	27090	39412
40	1	32	22174	22174
40	1	33	22174	39412
40	1	34	27090	39412
40	1	35	27090	39412
40	1	36	32003	39412
40	1	37	36919	39412
40	1	38	41752	39412
40	1	39	41752	-1
40	1	40	46667	39412
40	1	41	46667	39412
40	1	42	41752	39412
40	1	43	36838	39412
40	1	44	36838	39412
40	1	45	31922	39412
40	1	46	27009	39412
40	1	47	-1	39412
40	1	48	27009	39412
40	1	49	27009	39412
40	1	50	31921	39412
40	1	51	31921	39412
40	1	52	36837	39412
40	1	53	41752	39412
40	1	54	46667	39412
40	1	55	46667	-1
40	1	56	51584	39412
40	1	57	51584	39412
40	1	58	51584	-1
40	1	59	-2	39412
40	1	60	46668	39412
40	1	61	41752	39412
40	1	62	36838	-1
40	1	63	36838	39412
40	1	64	31922	39412
