lsid	reff_orn	point_orn	dx	dy
155	1	1	7427	54120
155	1	2	12345	54120
155	1	3	17259	54120
155	1	4	17259	54120
155	1	5	-1	-1
155	1	6	27091	54120
155	1	7	32004	54120
155	1	8	36920	-1
155	1	9	36920	49205
155	1	10	32005	49205
155	1	11	32005	49205
155	1	12	27092	49205
155	1	13	22175	49205
155	1	14	17260	49205
155	1	15	12345	-1
155	1	16	7429	49205
155	1	17	7429	44287
155	1	18	12345	-1
155	1	19	17259	44287
155	1	20	17259	-1
155	1	21	22174	44287
155	1	22	-1	16774259
155	1	23	44287	32004
155	1	24	36920	44287
155	1	25	-1	-2
155	1	26	-2	-1
155	1	27	27092	39375
155	1	28	27092	-1
155	1	29	22175	39375
155	1	30	-1	-2
155	1	31	-1	-1
155	1	32	7429	39375
155	1	33	7429	-1
155	1	34	12345	34458
155	1	35	34458	-1
155	1	36	22174	34458
155	1	37	22174	34458
155	1	38	27091	34458
155	1	39	-2	-1
155	1	40	36920	34458
155	1	41	-1	-1
155	1	42	32005	29624
155	1	43	27092	29624
155	1	44	22175	29624
155	1	45	17260	29624
155	1	46	12346	29624
155	1	47	-1	12119153
155	1	48	2516	29624
155	1	49	2516	24709
155	1	50	2516	24709
155	1	51	-2	-1
155	1	52	12344	24709
155	1	53	17259	24709
155	1	54	-2	-1
155	1	55	27094	24709
155	1	56	32007	24709
155	1	57	32007	24709
155	1	58	32007	24709
155	1	59	27095	24709
155	1	60	22178	24709
155	1	61	17262	24709
155	1	62	12348	24709
155	1	63	7432	-1
155	1	64	2519	24709
