lsid	reff_orn	point_orn	dx	dy
92	1	1	7428	54110
92	1	2	12344	54110
92	1	3	17259	54110
92	1	4	-1	54110
92	1	5	27091	54110
92	1	6	32004	54110
92	1	7	36920	54110
92	1	8	41835	54110
92	1	9	10709955	49195
92	1	10	36921	49195
92	1	11	32005	49195
92	1	12	27092	49195
92	1	13	22175	49195
92	1	14	17260	49195
92	1	15	12345	49195
92	1	16	7429	49195
92	1	17	7429	44277
92	1	18	12344	44277
92	1	19	17259	44277
92	1	20	22174	44277
92	1	21	22174	44277
92	1	22	27091	44277
92	1	23	32004	44277
92	1	24	36920	44277
92	1	25	36920	39365
92	1	26	36920	39365
92	1	27	32005	39365
92	1	28	13947964	39365
92	1	29	22175	39365
92	1	30	17260	39365
92	1	31	12345	39365
92	1	32	7429	39365
92	1	33	7429	34448
92	1	34	12344	34448
92	1	35	12344	34448
92	1	36	17259	34448
92	1	37	22174	34448
92	1	38	27091	34448
92	1	39	32004	-1
92	1	40	36920	34448
92	1	41	36920	29534
92	1	42	32005	29534
92	1	43	27092	29534
92	1	44	22175	-1
92	1	45	17260	29534
92	1	46	12345	29534
92	1	47	7429	29534
92	1	48	2516	29534
92	1	49	2516	24619
92	1	50	7428	24619
92	1	51	12344	-1
92	1	52	17259	24619
92	1	53	22174	24619
92	1	54	27091	24619
92	1	55	32004	24619
92	1	56	36920	24619
92	1	57	36920	19701
92	1	58	32005	19701
92	1	59	27092	19701
92	1	60	22175	19701
92	1	61	17260	19701
92	1	62	12345	19701
92	1	63	7429	19701
92	1	64	2516	19701
