lsid	reff_orn	point_orn	dx	dy
128	1	1	0	54123
128	1	2	-2	54123
128	1	3	9829	54123
128	1	4	14747	54123
128	1	5	19659	54123
128	1	6	24575	54123
128	1	7	29490	54123
128	1	8	34405	34405
128	1	9	34405	49208
128	1	10	-2	-1
128	1	11	24576	49208
128	1	12	19660	49208
128	1	13	-2	-1
128	1	14	9830	49208
128	1	15	-2	-1
128	1	16	47	49208
128	1	17	47	44290
128	1	18	4961	44290
128	1	19	4961	44290
128	1	20	-1	44290
128	1	21	14793	44290
128	1	22	19706	44290
128	1	23	24622	44290
128	1	24	29536	44290
128	1	25	29536	39378
128	1	26	-2	-1
128	1	27	19707	39378
128	1	28	14794	39378
128	1	29	9877	39378
128	1	30	4962	39378
128	1	31	47	-1
128	1	32	44	39378
128	1	33	44	34461
128	1	34	4957	34461
128	1	35	-2	-1
128	1	36	14789	34461
128	1	37	19702	34461
128	1	38	-1	-2
128	1	39	24618	34461
128	1	40	29533	34461
128	1	41	-2	-1
128	1	42	24620	34461
128	1	43	19704	34461
128	1	44	-2	-1
128	1	45	9873	34461
128	1	46	4958	34461
128	1	47	47	34461
128	1	48	47	34461
128	1	49	-2	-1
128	1	50	4961	29547
128	1	51	9876	29547
128	1	52	9876	29547
128	1	53	14792	29547
128	1	54	19706	29547
128	1	55	6303314	29547
128	1	56	-2	-1
128	1	57	29536	24632
128	1	58	24623	24632
128	1	59	-1	24632
128	1	60	14794	24632
128	1	61	9877	24632
128	1	62	9877	24632
128	1	63	-1	24632
128	1	64	47	24632
