lsid	reff_orn	point_orn	dx	dy
119	1	1	-1	54120
119	1	2	12345	54120
119	1	3	-1	54120
119	1	4	-2	54120
119	1	5	27091	54120
119	1	6	2097470112	54120
119	1	7	-2	-1
119	1	8	41835	54120
119	1	9	41835	49205
119	1	10	36921	49205
119	1	11	32005	49205
119	1	12	27092	49205
119	1	13	22175	49205
119	1	14	17260	-1
119	1	15	12345	49205
119	1	16	7429	49205
119	1	17	7429	44287
119	1	18	12345	44287
119	1	19	17259	44287
119	1	20	22174	44287
119	1	21	27091	-1
119	1	22	32004	44287
119	1	23	36920	44287
119	1	24	41835	44287
119	1	25	41835	39375
119	1	26	36921	39375
119	1	27	32005	39375
119	1	28	39375	27092
119	1	29	22175	39375
119	1	30	17260	39375
119	1	31	39375	12345
119	1	32	7429	39375
119	1	33	7429	34458
119	1	34	12344	34458
119	1	35	17259	34458
119	1	36	22174	34458
119	1	37	22174	34458
119	1	38	27091	34458
119	1	39	32004	34458
119	1	40	36920	-1
119	1	41	36920	29544
119	1	42	32005	29544
119	1	43	32005	29544
119	1	44	27092	29544
119	1	45	16625403	-1
119	1	46	17260	29544
119	1	47	12345	29544
119	1	48	12345	29544
119	1	49	12345	24629
119	1	50	17259	24629
119	1	51	22174	24629
119	1	52	27091	-1
119	1	53	32004	24629
119	1	54	36920	24629
119	1	55	41835	24629
119	1	56	-1	24629
119	1	57	46750	19711
119	1	58	41836	19711
119	1	59	-2	-1
119	1	60	-2	-1
119	1	61	27092	19711
119	1	62	-1	-1
119	1	63	17260	19711
119	1	64	4418763	19711
