lsid	reff_orn	point_orn	dx	dy
36	1	1	7428	54033
36	1	2	12345	54033
36	1	3	17259	54033
36	1	4	22174	54033
36	1	5	27091	54033
36	1	6	32004	54033
36	1	7	36920	54033
36	1	8	41835	54033
36	1	9	41835	49117
36	1	10	36921	49117
36	1	11	32005	49117
36	1	12	27092	49117
36	1	13	22174	49117
36	1	14	17260	49117
36	1	15	-1	49117
36	1	16	7429	49117
36	1	17	7429	44199
36	1	18	44199	-1
36	1	19	17259	44199
36	1	20	22174	44199
36	1	21	27091	44199
36	1	22	32004	44199
36	1	23	36921	44199
36	1	24	41835	44199
36	1	25	41835	39288
36	1	26	36921	39288
36	1	27	32005	39288
36	1	28	27092	27092
36	1	29	22175	39288
36	1	30	17260	39288
36	1	31	12345	39288
36	1	32	7429	39288
36	1	33	7429	37805
36	1	34	12345	37805
36	1	35	17259	37805
36	1	36	22174	37805
36	1	37	-1	27091
36	1	38	32004	37805
36	1	39	36920	37805
36	1	40	41835	37805
36	1	41	41835	255
36	1	42	41835	32890
36	1	43	36921	32890
36	1	44	32005	32890
36	1	45	27092	32890
36	1	46	-1	32890
36	1	47	17260	32890
36	1	48	12345	-2
36	1	49	12345	27972
36	1	50	17259	27972
36	1	51	-1	4515216
36	1	52	27091	27972
36	1	53	32004	27972
36	1	54	36920	27972
36	1	55	36920	27972
36	1	56	41835	27972
36	1	57	41835	23060
36	1	58	36921	23060
36	1	59	32005	32005
36	1	60	27092	23060
36	1	61	22175	23060
36	1	62	20693	23060
36	1	63	15778	23060
36	1	64	10864	23060
