lsid	reff_orn	point_orn	dx	dy
135	1	1	0	54129
135	1	2	54129	4914
135	1	3	9829	54129
135	1	4	14747	54129
135	1	5	19659	54129
135	1	6	24575	54129
135	1	7	29490	-1
135	1	8	-1	54129
135	1	9	34405	49214
135	1	10	29491	0
135	1	11	24576	49214
135	1	12	19660	49214
135	1	13	14747	49214
135	1	14	9830	49214
135	1	15	4915	49214
135	1	16	50	-1
135	1	17	50	44296
135	1	18	4964	44296
135	1	19	-1	44296
135	1	20	9879	44296
135	1	21	14796	44296
135	1	22	19709	44296
135	1	23	24625	44296
135	1	24	29539	44296
135	1	25	-1	39384
135	1	26	-2	-1
135	1	27	19710	39384
135	1	28	14796	39384
135	1	29	9880	39384
135	1	30	4964	39384
135	1	31	50	39384
135	1	32	50	39384
135	1	33	50	34467
135	1	34	4964	-1
135	1	35	9879	34467
135	1	36	14796	34467
135	1	37	19709	-1
135	1	38	24625	34467
135	1	39	29539	34467
135	1	40	-1	34467
135	1	41	34454	29553
135	1	42	29540	29553
135	1	43	24626	29553
135	1	44	19710	29553
135	1	45	14797	-2
135	1	46	9880	29553
135	1	47	9880	-1
135	1	48	4964	29553
135	1	49	4964	-1
135	1	50	9879	29553
135	1	51	9879	29553
135	1	52	14796	29553
135	1	53	19709	-1
135	1	54	24625	29553
135	1	55	24625	29553
135	1	56	-1	29553
135	1	57	29539	24638
135	1	58	24626	24638
135	1	59	24626	24638
135	1	60	24626	24638
135	1	61	19710	24638
135	1	62	14797	24638
135	1	63	9880	24638
135	1	64	-2	-1
