lsid	reff_orn	point_orn	dx	dy
157	1	1	7429	54112
157	1	2	12344	54112
157	1	3	17259	54112
157	1	4	22174	54112
157	1	5	27091	54112
157	1	6	32004	54112
157	1	7	36920	54112
157	1	8	-2	-1
157	1	9	-1	-2
157	1	10	32005	49198
157	1	11	27092	49198
157	1	12	-2	-1
157	1	13	17260	49198
157	1	14	12345	49198
157	1	15	-2	-1
157	1	16	2516	49198
157	1	17	2516	44280
157	1	18	-1	-1
157	1	19	12344	-1
157	1	20	17259	44280
157	1	21	-2	-1
157	1	22	-1	44280
157	1	23	32004	44280
157	1	24	36920	44280
157	1	25	36920	39368
157	1	26	32005	32005
157	1	27	27092	39368
157	1	28	22175	39368
157	1	29	17260	39368
157	1	30	-1	0
157	1	31	7429	39368
157	1	32	2516	39368
157	1	33	2516	-1
157	1	34	7428	34450
157	1	35	-1	-2
157	1	36	17264	34450
157	1	37	22179	-1
157	1	38	27096	34450
157	1	39	32009	34450
157	1	40	36926	34450
157	1	41	36926	-1
157	1	42	32010	29537
157	1	43	27097	29537
157	1	44	25612	29537
157	1	45	20699	29537
157	1	46	15783	29537
157	1	47	-1	29537
157	1	48	10870	29537
157	1	49	-1	3039535
157	1	50	15782	24622
157	1	51	20698	24622
157	1	52	25611	24622
157	1	53	30528	24622
157	1	54	35445	24622
157	1	55	40358	24622
157	1	56	45274	24622
157	1	57	45274	19703
157	1	58	40358	19703
157	1	59	35445	19703
157	1	60	30529	19703
157	1	61	25612	-1
157	1	62	20699	19703
157	1	63	20699	19703
157	1	64	15783	19703
