lsid	reff_orn	point_orn	dx	dy
223	1	1	7428	54124
223	1	2	12344	54124
223	1	3	17259	54124
223	1	4	22174	54124
223	1	5	27091	54124
223	1	6	32004	54124
223	1	7	36920	54124
223	1	8	41835	54124
223	1	9	0	0
223	1	10	36921	49209
223	1	11	32005	49209
223	1	12	27092	49209
223	1	13	22175	49209
223	1	14	17260	49209
223	1	15	12345	49209
223	1	16	-2	-1
223	1	17	7429	44291
223	1	18	12344	44291
223	1	19	17259	44291
223	1	20	-1	44291
223	1	21	27091	44291
223	1	22	32004	44291
223	1	23	32004	44291
223	1	24	36920	44291
223	1	25	36920	39459
223	1	26	32005	39459
223	1	27	-1	-1
223	1	28	22175	39459
223	1	29	17260	39459
223	1	30	12345	39459
223	1	31	7429	39459
223	1	32	-1	39459
223	1	33	7429	-1
223	1	34	12344	34541
223	1	35	17259	34541
223	1	36	22174	34541
223	1	37	27091	34541
223	1	38	32004	34541
223	1	39	36920	-1
223	1	40	41835	34541
223	1	41	41835	29628
223	1	42	36921	29628
223	1	43	32005	29628
223	1	44	27092	29628
223	1	45	22175	-1
223	1	46	17260	29628
223	1	47	12345	29628
223	1	48	7429	29628
223	1	49	7429	24713
223	1	50	12344	24713
223	1	51	12344	24713
223	1	52	17259	24713
223	1	53	24713	22174
223	1	54	27091	24713
223	1	55	32004	24713
223	1	56	36920	24713
223	1	57	36920	19795
223	1	58	38881	19795
223	1	59	19795	32005
223	1	60	27092	19795
223	1	61	22175	19795
223	1	62	17260	-1
223	1	63	12345	19795
223	1	64	7429	19795
