lsid	reff_orn	point_orn	dx	dy
60	1	1	54041	-1
60	1	2	4913	54041
60	1	3	4913	54041
60	1	4	9829	54041
60	1	5	14745	54041
60	1	6	19658	54041
60	1	7	24575	54041
60	1	8	29489	54041
60	1	9	29489	49205
60	1	10	24576	49205
60	1	11	19660	49205
60	1	12	14746	49205
60	1	13	9830	49205
60	1	14	4914	49205
60	1	15	29	49205
60	1	16	27	49205
60	1	17	27	44287
60	1	18	4941	44287
60	1	19	9856	44287
60	1	20	14773	44287
60	1	21	44287	-1
60	1	22	24602	44287
60	1	23	29516	44287
60	1	24	31000	44287
60	1	25	31000	39375
60	1	26	26083	39375
60	1	27	21168	39375
60	1	28	16253	39375
60	1	29	11338	39375
60	1	30	6425	39375
60	1	31	1507	39375
60	1	32	10	39375
60	1	33	10	34457
60	1	34	4924	34457
60	1	35	9840	34457
60	1	36	14757	34457
60	1	37	19670	34457
60	1	38	24586	34457
60	1	39	29500	34457
60	1	40	34416	34457
60	1	41	34416	29544
60	1	42	29501	29544
60	1	43	24587	29544
60	1	44	19671	29544
60	1	45	14757	29544
60	1	46	9841	29544
60	1	47	4925	29544
60	1	48	4925	29544
60	1	49	4925	24629
60	1	50	9840	24629
60	1	51	14757	24629
60	1	52	19670	24629
60	1	53	19670	24629
60	1	54	24586	24629
60	1	55	29500	-1
60	1	56	34416	24629
60	1	57	34416	19711
60	1	58	29501	19711
60	1	59	24587	19711
60	1	60	19671	19711
60	1	61	14757	19711
60	1	62	9841	19711
60	1	63	4925	19711
60	1	64	22	19711
