lsid	reff_orn	point_orn	dx	dy
235	1	1	7429	54051
235	1	2	-2	-1
235	1	3	17259	54051
235	1	4	22174	54051
235	1	5	27091	54051
235	1	6	-2	-1
235	1	7	36920	54051
235	1	8	41835	54051
235	1	9	0	-1
235	1	10	36921	49136
235	1	11	-2	-1
235	1	12	27092	49136
235	1	13	22175	49136
235	1	14	17260	49136
235	1	15	12345	49136
235	1	16	7429	49136
235	1	17	7429	44218
235	1	18	12344	-1
235	1	19	4418442	44218
235	1	20	22174	44218
235	1	21	27091	44218
235	1	22	32004	44218
235	1	23	36920	44218
235	1	24	41835	44218
235	1	25	41835	39307
235	1	26	36921	39307
235	1	27	32005	39307
235	1	28	27092	39307
235	1	29	39307	22175
235	1	30	17260	39307
235	1	31	17260	39307
235	1	32	3747361	39307
235	1	33	-1	34388
235	1	34	17259	34388
235	1	35	22174	34388
235	1	36	22174	34388
235	1	37	27091	34388
235	1	38	32004	34388
235	1	39	-1	34388
235	1	40	41835	34388
235	1	41	41835	29476
235	1	42	-1	29476
235	1	43	32005	29476
235	1	44	27092	29476
235	1	45	22175	29476
235	1	46	4418763	29476
235	1	47	12345	-1
235	1	48	7429	29476
235	1	49	7429	24560
235	1	50	-2	24560
235	1	51	17259	24560
235	1	52	22174	24560
235	1	53	27091	24560
235	1	54	32004	24560
235	1	55	36920	24560
235	1	56	-1	24560
235	1	57	41835	19642
235	1	58	36921	-1
235	1	59	32005	19642
235	1	60	-2	-1
235	1	61	22175	19642
235	1	62	-1	-1
235	1	63	12345	19642
235	1	64	7429	19642
