lsid	reff_orn	point_orn	dx	dy
190	1	1	0	0
190	1	2	4915	0
190	1	3	9820	0
190	1	4	14748	-1
190	1	5	19658	0
190	1	6	19658	0
190	1	7	24576	0
190	1	8	29491	0
190	1	9	29492	-2
190	1	10	1610666547	-2
190	1	11	19659	-2
190	1	12	14749	-2
190	1	13	9829	-2
190	1	14	4915	-1
190	1	15	52	-2
190	1	16	50	-2
190	1	17	50	-2
190	1	18	4964	-2
190	1	19	9879	-2
190	1	20	9879	-2
190	1	21	14796	-2
190	1	22	19709	-2
190	1	23	24625	-2
190	1	24	29539	16501092
190	1	25	29539	-2
190	1	26	24626	-2
190	1	27	-1	-2
190	1	28	14797	-2
190	1	29	9880	-2
190	1	30	4965	-2
190	1	31	50	-2
190	1	32	47	-2
190	1	33	47	-2
190	1	34	4961	-1
190	1	35	9875	-2
190	1	36	14793	-2
190	1	37	19705	-2
190	1	38	24622	-2
190	1	39	29536	-2
190	1	40	34451	-1
190	1	41	34451	-2
190	1	42	29537	-2
190	1	43	24623	-2
190	1	44	-1	-1
190	1	45	14794	-2
190	1	46	-1	-2
190	1	47	4962	-2
190	1	48	52	-2
190	1	49	52	-2
190	1	50	19	-1
190	1	51	9881	-2
190	1	52	14798	-2
190	1	53	-2	-1
190	1	54	24627	-2
190	1	55	29542	-2
190	1	56	34457	-2
190	1	57	34457	-2
190	1	58	34457	-2
190	1	59	29543	-2
190	1	60	-2	-1
190	1	61	19712	-2
190	1	62	14799	-2
190	1	63	9882	-2
190	1	64	9882	-2
