lsid	reff_orn	point_orn	dx	dy
173	1	1	7429	54112
173	1	2	-1	54112
173	1	3	-1	-2
173	1	4	22174	54112
173	1	5	27091	54112
173	1	6	27091	54112
173	1	7	32004	54112
173	1	8	36920	54112
173	1	9	36920	49198
173	1	10	32005	-1
173	1	11	27092	49198
173	1	12	22175	49198
173	1	13	17260	49198
173	1	14	12345	49198
173	1	15	7429	49198
173	1	16	2516	-1
173	1	17	2516	44279
173	1	18	7428	44279
173	1	19	12345	44279
173	1	20	-1	44279
173	1	21	22174	44279
173	1	22	27091	44279
173	1	23	32004	44279
173	1	24	-1	44279
173	1	25	36920	39368
173	1	26	8193307	39368
173	1	27	-2	-1
173	1	28	22175	39368
173	1	29	17260	39368
173	1	30	-1	39368
173	1	31	12345	39368
173	1	32	7429	39368
173	1	33	34450	7429
173	1	34	12345	34450
173	1	35	-1	-2
173	1	36	22174	34450
173	1	37	27091	34450
173	1	38	32004	34450
173	1	39	36921	34450
173	1	40	41835	-2
173	1	41	41835	29537
173	1	42	36921	29537
173	1	43	32005	29537
173	1	44	27092	29537
173	1	45	22175	29537
173	1	46	17260	29537
173	1	47	12345	29537
173	1	48	7429	29537
173	1	49	7429	24622
173	1	50	12344	24622
173	1	51	17259	-2
173	1	52	22174	24622
173	1	53	27091	24622
173	1	54	0	-1
173	1	55	36920	24622
173	1	56	36920	24622
173	1	57	36920	19704
173	1	58	32005	19704
173	1	59	-1	-1
173	1	60	22175	19704
173	1	61	17260	19704
173	1	62	12345	19704
173	1	63	7429	19704
173	1	64	2516	19704
