lsid	reff_orn	point_orn	dx	dy
222	1	1	7428	54123
222	1	2	12345	54123
222	1	3	17259	54123
222	1	4	22174	54123
222	1	5	27091	27091
222	1	6	32004	54123
222	1	7	36921	54123
222	1	8	41835	54123
222	1	9	41835	49209
222	1	10	36921	49209
222	1	11	32005	49209
222	1	12	27092	49209
222	1	13	22175	49209
222	1	14	17260	49209
222	1	15	12345	49209
222	1	16	7429	49209
222	1	17	7429	44290
222	1	18	12345	44290
222	1	19	17259	44290
222	1	20	17259	44290
222	1	21	22174	44290
222	1	22	44290	-1
222	1	23	32004	44290
222	1	24	36921	44290
222	1	25	36921	39379
222	1	26	32005	39379
222	1	27	39379	-1
222	1	28	22175	39379
222	1	29	17260	39379
222	1	30	12345	39379
222	1	31	7429	39379
222	1	32	-2	-1
222	1	33	2516	34461
222	1	34	7428	34461
222	1	35	12345	34461
222	1	36	-2	-1
222	1	37	22173	34461
222	1	38	27093	34461
222	1	39	32003	34461
222	1	40	36921	34461
222	1	41	-2	-1
222	1	42	32004	29548
222	1	43	6936149	29548
222	1	44	29548	50593792
222	1	45	17260	29548
222	1	46	12346	29548
222	1	47	-1	29548
222	1	48	2517	29548
222	1	49	2517	24633
222	1	50	7427	24633
222	1	51	-1	3744033
222	1	52	17259	24633
222	1	53	5676292	24633
222	1	54	24633	27093
222	1	55	32003	24633
222	1	56	36921	24633
222	1	57	36921	19715
222	1	58	32004	19715
222	1	59	-2	-1
222	1	60	22174	19715
222	1	61	17260	-1
222	1	62	12346	19715
222	1	63	7428	19715
222	1	64	19715	2518
