lsid	reff_orn	point_orn	dx	dy
148	1	1	0	54120
148	1	2	4914	54120
148	1	3	9829	-2
148	1	4	14746	54120
148	1	5	19659	54120
148	1	6	24575	54120
148	1	7	-1	54120
148	1	8	34405	54120
148	1	9	34405	49206
148	1	10	29491	49206
148	1	11	24576	49206
148	1	12	19660	49206
148	1	13	14747	49206
148	1	14	49206	620823300
148	1	15	4915	49206
148	1	16	50	49206
148	1	17	50	44288
148	1	18	4964	44288
148	1	19	44288	9879
148	1	20	14796	44288
148	1	21	19709	44288
148	1	22	-2	44288
148	1	23	29539	44288
148	1	24	34454	44288
148	1	25	-2	-1
148	1	26	29540	39376
148	1	27	24626	39376
148	1	28	19710	39376
148	1	29	39376	14796
148	1	30	9879	39376
148	1	31	4964	39376
148	1	32	50	39376
148	1	33	50	34459
148	1	34	4964	34459
148	1	35	4964	34459
148	1	36	9879	34459
148	1	37	14795	34459
148	1	38	19709	34459
148	1	39	24625	34459
148	1	40	29539	34459
148	1	41	29539	29545
148	1	42	24626	29545
148	1	43	24626	29545
148	1	44	19710	29545
148	1	45	14796	29545
148	1	46	-2	-1
148	1	47	4964	4964
148	1	48	50	29545
148	1	49	50	24630
148	1	50	-2	-1
148	1	51	4963	24630
148	1	52	9879	24630
148	1	53	14795	24630
148	1	54	19709	-2
148	1	55	24625	24630
148	1	56	29539	24630
148	1	57	29539	19712
148	1	58	24626	19712
148	1	59	19710	19712
148	1	60	14797	19712
148	1	61	-2	-1
148	1	62	4964	19712
148	1	63	50	19712
148	1	64	47	19712
