lsid	reff_orn	point_orn	dx	dy
240	1	1	7428	3
240	1	2	12344	3
240	1	3	17259	3
240	1	4	22174	3
240	1	5	27091	3
240	1	6	32004	-1
240	1	7	36920	3
240	1	8	41835	3
240	1	9	41835	-2
240	1	10	41835	-2
240	1	11	36921	-2
240	1	12	-2	92930307
240	1	13	27092	-2
240	1	14	22175	-2
240	1	15	17260	-2
240	1	16	12345	-2
240	1	17	12345	-2
240	1	18	17259	-2
240	1	19	17259	-2
240	1	20	22174	-2
240	1	21	-2	-1
240	1	22	32004	-2
240	1	23	36920	-2
240	1	24	36920	-2
240	1	25	-1	-2
240	1	26	32005	-2
240	1	27	27092	-2
240	1	28	6935764	-2
240	1	29	22175	-2
240	1	30	17260	-2
240	1	31	-1	-2
240	1	32	7429	-2
240	1	33	7429	-2
240	1	34	12344	-2
240	1	35	17259	-2
240	1	36	22174	-2
240	1	37	-1	-2
240	1	38	32004	-2
240	1	39	36920	-2
240	1	40	41835	-1
240	1	41	-1	-1
240	1	42	36921	-2
240	1	43	32005	-2
240	1	44	27092	-1
240	1	45	22175	-2
240	1	46	17260	-2
240	1	47	12345	-2
240	1	48	7429	-2
240	1	49	7429	-2
240	1	50	7429	-2
240	1	51	-1	-2
240	1	52	17259	-2
240	1	53	22174	-2
240	1	54	-1	-2
240	1	55	32004	-2
240	1	56	36920	-2
240	1	57	36920	-2
240	1	58	-2	36920
240	1	59	32005	-2
240	1	60	27092	-2
240	1	61	22175	-2
240	1	62	17260	-2
240	1	63	12345	-2
240	1	64	7430	-1
