lsid	reff_orn	point_orn	dx	dy
112	1	1	0	54084
112	1	2	4914	54084
112	1	3	120	54084
112	1	4	14747	54084
112	1	5	19659	54084
112	1	6	24575	54084
112	1	7	-1	54084
112	1	8	34405	54084
112	1	9	34405	49168
112	1	10	29491	-1
112	1	11	24576	49168
112	1	12	19660	49168
112	1	13	-2	-1
112	1	14	9830	49168
112	1	15	4915	49168
112	1	16	57	-1
112	1	17	57	44251
112	1	18	4971	44251
112	1	19	9886	44251
112	1	20	14803	44251
112	1	21	19716	44251
112	1	22	24632	44251
112	1	23	44251	29547
112	1	24	34462	44251
112	1	25	34462	39339
112	1	26	29548	39339
112	1	27	24633	39339
112	1	28	19717	39339
112	1	29	14804	39339
112	1	30	9887	39339
112	1	31	4972	39339
112	1	32	57	39339
112	1	33	57	34421
112	1	34	-1	34421
112	1	35	9886	34421
112	1	36	14803	34421
112	1	37	34421	19716
112	1	38	24632	34421
112	1	39	29547	34421
112	1	40	-1	34421
112	1	41	34462	29508
112	1	42	29548	29508
112	1	43	29548	29508
112	1	44	29548	29508
112	1	45	24633	29508
112	1	46	19717	29508
112	1	47	14804	-1
112	1	48	9887	29508
112	1	49	9887	24593
112	1	50	14803	24593
112	1	51	19716	24593
112	1	52	19716	24593
112	1	53	24632	24593
112	1	54	29547	24593
112	1	55	34462	24593
112	1	56	34462	24593
112	1	57	34462	19675
112	1	58	-1	19675
112	1	59	-1	14400936
112	1	60	19717	19675
112	1	61	14804	19675
112	1	62	14804	19675
112	1	63	14804	19675
112	1	64	9887	19675
