lsid	reff_orn	point_orn	dx	dy
117	1	1	-1	54096
117	1	2	0	-1
117	1	3	17259	54096
117	1	4	22174	54096
117	1	5	27091	-1
117	1	6	32004	54096
117	1	7	36920	54096
117	1	8	36920	54096
117	1	9	36920	49181
117	1	10	32005	49181
117	1	11	-2	-1
117	1	12	22175	49181
117	1	13	17260	49181
117	1	14	-1	1923386
117	1	15	7429	49181
117	1	16	2516	49181
117	1	17	-1	49181
117	1	18	-1	-2
117	1	19	12344	49181
117	1	20	17259	49181
117	1	21	22174	49181
117	1	22	27091	49181
117	1	23	32004	-1
117	1	24	36920	49181
117	1	25	36920	44263
117	1	26	32005	44263
117	1	27	-2	-1
117	1	28	22175	44263
117	1	29	17260	44263
117	1	30	12345	44263
117	1	31	7429	44263
117	1	32	2516	44263
117	1	33	2516	39352
117	1	34	-1	-2
117	1	35	809037793	39352
117	1	36	17259	39352
117	1	37	22174	39352
117	1	38	27091	39352
117	1	39	32004	39352
117	1	40	36920	39352
117	1	41	36920	-1
117	1	42	32005	34434
117	1	43	27092	34434
117	1	44	22175	34434
117	1	45	255	11058
117	1	46	12345	34434
117	1	47	7429	34434
117	1	48	2516	34434
117	1	49	-1	29521
117	1	50	7428	29521
117	1	51	12344	29521
117	1	52	3160303	29521
117	1	53	17259	-1
117	1	54	22174	29521
117	1	55	27091	29521
117	1	56	32004	29521
117	1	57	32004	24605
117	1	58	27092	24605
117	1	59	22175	-1
117	1	60	17260	24605
117	1	61	12345	24605
117	1	62	-1	24605
117	1	63	2516	24605
117	1	64	18	24605
