lsid	reff_orn	point_orn	dx	dy
110	1	1	7428	54123
110	1	2	-1	-2
110	1	3	17259	54123
110	1	4	22174	54123
110	1	5	27091	54123
110	1	6	32004	54123
110	1	7	-2	-1
110	1	8	41835	54123
110	1	9	-2	49209
110	1	10	-1	49209
110	1	11	32005	49209
110	1	12	27092	49209
110	1	13	22175	49209
110	1	14	17260	49209
110	1	15	12345	49209
110	1	16	7429	49209
110	1	17	7429	44290
110	1	18	12344	-1
110	1	19	17259	44290
110	1	20	22174	44290
110	1	21	27091	44290
110	1	22	32004	44290
110	1	23	36920	44290
110	1	24	41835	44290
110	1	25	41835	39379
110	1	26	36921	39379
110	1	27	36921	39379
110	1	28	32005	39379
110	1	29	27092	39379
110	1	30	22175	-1
110	1	31	17260	39379
110	1	32	17260	39379
110	1	33	17260	34461
110	1	34	22174	34461
110	1	35	27091	-1
110	1	36	32004	34461
110	1	37	36920	34461
110	1	38	41835	-1
110	1	39	46750	34461
110	1	40	51667	34461
110	1	41	51667	29548
110	1	42	-2	-1
110	1	43	41836	29548
110	1	44	36921	29548
110	1	45	2097486688	29548
110	1	46	29548	27092
110	1	47	22175	29548
110	1	48	17260	29548
110	1	49	17260	24633
110	1	50	22174	24633
110	1	51	27091	24633
110	1	52	24633	-1
110	1	53	36920	24633
110	1	54	41835	24633
110	1	55	46750	24633
110	1	56	51667	24633
110	1	57	51667	19714
110	1	58	46751	-1
110	1	59	41836	19714
110	1	60	36921	19714
110	1	61	32005	19714
110	1	62	-1	163234
110	1	63	22175	19714
110	1	64	17260	19714
