lsid	reff_orn	point_orn	dx	dy
76	1	1	7428	54149
76	1	2	12344	54149
76	1	3	12344	54149
76	1	4	-1	54149
76	1	5	17258	54149
76	1	6	54149	22173
76	1	7	22173	54149
76	1	8	27090	54149
76	1	9	27090	49235
76	1	10	22174	49235
76	1	11	17259	49235
76	1	12	12345	49235
76	1	13	7429	7429
76	1	14	2515	49235
76	1	15	7	49235
76	1	16	4	49235
76	1	17	4	49235
76	1	18	4	4
76	1	19	4	49235
76	1	20	4918	49235
76	1	21	9833	49235
76	1	22	14750	49235
76	1	23	19663	49235
76	1	24	24579	49235
76	1	25	24579	44317
76	1	26	19664	44317
76	1	27	14751	44317
76	1	28	9834	44317
76	1	29	4919	44317
76	1	30	32	44317
76	1	31	29	44316
76	1	32	26	44316
76	1	33	-1	39405
76	1	34	4940	39405
76	1	35	9855	39405
76	1	36	14771	39405
76	1	37	19685	39405
76	1	38	19685	39405
76	1	39	24601	39405
76	1	40	24601	39405
76	1	41	24601	34487
76	1	42	19686	34487
76	1	43	14772	34487
76	1	44	9856	34487
76	1	45	4940	34487
76	1	46	29	34487
76	1	47	29	34487
76	1	48	29	29
76	1	49	29	34487
76	1	50	4942	34487
76	1	51	9857	34487
76	1	52	14774	34487
76	1	53	19688	34487
76	1	54	-1	34487
76	1	55	29518	34487
76	1	56	34487	-1
76	1	57	34433	-1
76	1	58	29519	34487
76	1	59	29519	34487
76	1	60	24605	34487
76	1	61	19689	34487
76	1	62	14775	34487
76	1	63	14775	34487
76	1	64	9859	34487
