lsid	reff_orn	point_orn	dx	dy
131	1	1	0	54046
131	1	2	-2	-1
131	1	3	9829	54046
131	1	4	14747	54046
131	1	5	19659	54046
131	1	6	24575	54046
131	1	7	29490	54046
131	1	8	34405	-1
131	1	9	34405	49130
131	1	10	29491	49130
131	1	11	96	-1
131	1	12	19660	49130
131	1	13	14747	49130
131	1	14	9830	49130
131	1	15	4915	49130
131	1	16	47	49130
131	1	17	47	49130
131	1	18	-1	49130
131	1	19	9876	49130
131	1	20	14793	49130
131	1	21	19706	49130
131	1	22	24622	49130
131	1	23	-2	-1
131	1	24	34451	49130
131	1	25	34451	44213
131	1	26	-2	-1
131	1	27	24623	44213
131	1	28	19707	44213
131	1	29	14794	-1
131	1	30	9877	44213
131	1	31	4961	44213
131	1	32	47	44213
131	1	33	47	39301
131	1	34	4960	39301
131	1	35	9876	-1
131	1	36	14793	39301
131	1	37	16496575	-1
131	1	38	24622	-2
131	1	39	29536	39301
131	1	40	34451	39301
131	1	41	-1	34383
131	1	42	29537	34383
131	1	43	24623	34383
131	1	44	19707	34383
131	1	45	-2	-1
131	1	46	9877	34383
131	1	47	4961	34383
131	1	48	4961	-1
131	1	49	4961	29470
131	1	50	9876	29470
131	1	51	14793	29470
131	1	52	19706	29470
131	1	53	-1	-1
131	1	54	29536	29470
131	1	55	34451	29470
131	1	56	39368	29470
131	1	57	39368	24554
131	1	58	34452	24554
131	1	59	29537	24554
131	1	60	24623	24554
131	1	61	19707	24554
131	1	62	14794	-2
131	1	63	9877	24554
131	1	64	-2	-1
