lsid	reff_orn	point_orn	dx	dy
207	1	1	7428	54119
207	1	2	-2	-1
207	1	3	12345	54119
207	1	4	-1	54119
207	1	5	22174	54119
207	1	6	27091	54119
207	1	7	-1	54119
207	1	8	36920	54119
207	1	9	36920	49205
207	1	10	32005	49205
207	1	11	27092	49205
207	1	12	22175	49205
207	1	13	7129902	49205
207	1	14	-1	3496228
207	1	15	7429	49205
207	1	16	2516	49205
207	1	17	2516	44286
207	1	18	-1	44286
207	1	19	12345	-2
207	1	20	17259	44286
207	1	21	22174	44286
207	1	22	27091	44286
207	1	23	-2	44286
207	1	24	36920	44286
207	1	25	36920	39375
207	1	26	32005	39375
207	1	27	27092	39375
207	1	28	22175	39375
207	1	29	-2	-1
207	1	30	12345	39375
207	1	31	7429	39375
207	1	32	2516	39375
207	1	33	2516	39375
207	1	34	-1	-2
207	1	35	12345	39375
207	1	36	17259	39375
207	1	37	17259	39375
207	1	38	22174	39375
207	1	39	-1	-2
207	1	40	32004	39375
207	1	41	32004	34457
207	1	42	-2	-1
207	1	43	22175	34457
207	1	44	17260	34457
207	1	45	-1	0
207	1	46	7429	34457
207	1	47	2516	34457
207	1	48	41	-1
207	1	49	41	29544
207	1	50	4955	29544
207	1	51	4955	29544
207	1	52	9870	29544
207	1	53	14787	29544
207	1	54	19700	29544
207	1	55	-2	-1
207	1	56	29530	29544
207	1	57	29530	24629
207	1	58	24617	24629
207	1	59	-2	-1
207	1	60	14788	24629
207	1	61	9870	24629
207	1	62	4955	24629
207	1	63	-1	24629
207	1	64	55	24629
