lsid	reff_orn	point_orn	dx	dy
115	1	1	7429	54126
115	1	2	-1	-1
115	1	3	-1	54126
115	1	4	22174	54126
115	1	5	27091	54126
115	1	6	32004	54126
115	1	7	36920	54126
115	1	8	41835	54126
115	1	9	41835	49211
115	1	10	-2	-1
115	1	11	32005	49211
115	1	12	27092	49211
115	1	13	-1	-2
115	1	14	17260	49211
115	1	15	12345	49211
115	1	16	12345	49211
115	1	17	12345	44293
115	1	18	17259	44293
115	1	19	22174	44293
115	1	20	27091	44293
115	1	21	32004	44293
115	1	22	36920	44293
115	1	23	41835	44293
115	1	24	46750	44293
115	1	25	46750	39461
115	1	26	41836	39461
115	1	27	36921	39461
115	1	28	36921	39461
115	1	29	32005	39461
115	1	30	-2	-1
115	1	31	22175	39461
115	1	32	17260	39461
115	1	33	17260	34543
115	1	34	22174	-2
115	1	35	27091	34543
115	1	36	32004	-1
115	1	37	36920	34543
115	1	38	41835	34543
115	1	39	46750	-1
115	1	40	51667	34543
115	1	41	51667	29630
115	1	42	-1	29630
115	1	43	41836	29630
115	1	44	36921	29630
115	1	45	32005	29630
115	1	46	-2	-1
115	1	47	22175	29630
115	1	48	17260	29630
115	1	49	17260	24715
115	1	50	22174	-1
115	1	51	27091	24715
115	1	52	32004	24715
115	1	53	36920	24715
115	1	54	-2	-1
115	1	55	24715	46750
115	1	56	51667	24715
115	1	57	51667	19797
115	1	58	46751	19797
115	1	59	41836	19797
115	1	60	41836	-1
115	1	61	41836	19797
115	1	62	36921	-1
115	1	63	32005	19797
115	1	64	27092	19797
