lsid	reff_orn	point_orn	dx	dy
195	1	1	7427	54129
195	1	2	12345	54129
195	1	3	17260	54129
195	1	4	-1	54129
195	1	5	27091	54129
195	1	6	32004	32004
195	1	7	36920	54129
195	1	8	41835	54129
195	1	9	41835	49215
195	1	10	-1	49215
195	1	11	32005	49215
195	1	12	27092	49215
195	1	13	-1	-2
195	1	14	17260	49215
195	1	15	12345	49215
195	1	16	7429	49215
195	1	17	7429	44296
195	1	18	12345	44296
195	1	19	17259	44296
195	1	20	-2	-1
195	1	21	27091	44296
195	1	22	32004	44296
195	1	23	36921	44296
195	1	24	41835	44296
195	1	25	39385	67109027
195	1	26	36921	39385
195	1	27	36921	36921
195	1	28	32005	39385
195	1	29	-1	39385
195	1	30	-2	-1
195	1	31	17260	39385
195	1	32	12345	39385
195	1	33	12345	34467
195	1	34	17259	-1
195	1	35	22174	34467
195	1	36	27091	34467
195	1	37	27091	34467
195	1	38	32004	34467
195	1	39	36920	-1
195	1	40	41835	34467
195	1	41	41835	29554
195	1	42	36921	29554
195	1	43	32005	-1
195	1	44	27092	29554
195	1	45	22175	29554
195	1	46	17260	29554
195	1	47	12345	29554
195	1	48	7429	29554
195	1	49	-2	24639
195	1	50	-1	24639
195	1	51	-2	24639
195	1	52	22174	24639
195	1	53	27091	24639
195	1	54	-2	-1
195	1	55	36920	24639
195	1	56	41835	24639
195	1	57	41835	19720
195	1	58	36921	19720
195	1	59	32005	19720
195	1	60	27092	19720
195	1	61	22175	19720
195	1	62	-2	-1
195	1	63	12346	19720
195	1	64	7429	19720
