lsid	reff_orn	point_orn	dx	dy
32	1	1	7428	54099
32	1	2	12344	54099
32	1	3	4418442	54099
32	1	4	22174	54099
32	1	5	27091	54099
32	1	6	32004	54099
32	1	7	32004	54099
32	1	8	36920	54099
32	1	9	36920	49185
32	1	10	32005	49185
32	1	11	27092	49185
32	1	12	22175	49185
32	1	13	17260	49185
32	1	14	12345	49185
32	1	15	7429	49185
32	1	16	2516	49185
32	1	17	2516	44267
32	1	18	7428	44267
32	1	19	12344	44267
32	1	20	17259	44267
32	1	21	22174	44267
32	1	22	22174	-1
32	1	23	44267	-1
32	1	24	32004	44267
32	1	25	32004	39355
32	1	26	27092	39355
32	1	27	22175	39355
32	1	28	17260	39355
32	1	29	12345	39355
32	1	30	12345	39355
32	1	31	7429	39355
32	1	32	2516	39355
32	1	33	34437	-1
32	1	34	7428	34437
32	1	35	12344	34437
32	1	36	17259	34437
32	1	37	22174	34437
32	1	38	34437	27091
32	1	39	32004	34437
32	1	40	36920	34437
32	1	41	36920	29524
32	1	42	32005	29524
32	1	43	27092	27092
32	1	44	22175	29524
32	1	45	17260	29524
32	1	46	12345	29524
32	1	47	7429	29524
32	1	48	2516	29524
32	1	49	2516	24608
32	1	50	7429	24608
32	1	51	12344	24608
32	1	52	17259	24608
32	1	53	17259	24608
32	1	54	22174	24608
32	1	55	27091	24608
32	1	56	32004	24608
32	1	57	32004	19691
32	1	58	27092	19691
32	1	59	22175	19691
32	1	60	17260	-1
32	1	61	12345	19691
32	1	62	7429	19691
32	1	63	2516	19691
32	1	64	34	19691
