lsid	reff_orn	point_orn	dx	dy
156	1	1	7429	54084
156	1	2	12344	54084
156	1	3	17259	54084
156	1	4	22174	54084
156	1	5	27091	54084
156	1	6	32004	54084
156	1	7	32004	32004
156	1	8	32004	54084
156	1	9	32004	49169
156	1	10	27092	49169
156	1	11	-1	-2
156	1	12	17260	49169
156	1	13	12345	49169
156	1	14	12345	49169
156	1	15	7429	49169
156	1	16	2516	49169
156	1	17	2516	44251
156	1	18	-2	-1
156	1	19	12344	44251
156	1	20	-1	44251
156	1	21	-1	44251
156	1	22	-2	-1
156	1	23	27091	44251
156	1	24	27091	44251
156	1	25	27091	39339
156	1	26	22175	39339
156	1	27	4418763	39339
156	1	28	-1	11264732
156	1	29	7429	39339
156	1	30	2516	39339
156	1	31	-1	39339
156	1	32	31	39339
156	1	33	31	34500
156	1	34	4945	34500
156	1	35	-2	-1
156	1	36	14778	34500
156	1	37	14778	34500
156	1	38	19690	-1
156	1	39	24607	34500
156	1	40	29521	34500
156	1	41	-1	1939057774
156	1	42	-1	29587
156	1	43	19691	29587
156	1	44	19691	29587
156	1	45	19691	29587
156	1	46	-2	-1
156	1	47	9861	29587
156	1	48	-1	1939057774
156	1	49	4946	24751
156	1	50	9860	24751
156	1	51	14778	24751
156	1	52	19690	24751
156	1	53	24607	24751
156	1	54	29521	24751
156	1	55	34436	24751
156	1	56	-2	-1
156	1	57	39354	19833
156	1	58	-2	-1
156	1	59	29522	19833
156	1	60	24608	19833
156	1	61	19691	19833
156	1	62	14779	19833
156	1	63	-2	-1
156	1	64	4946	19833
