lsid	reff_orn	point_orn	dx	dy
237	1	1	7428	54134
237	1	2	12344	54134
237	1	3	17259	-1
237	1	4	22174	54134
237	1	5	27091	54134
237	1	6	27091	54134
237	1	7	32004	54134
237	1	8	36920	-2
237	1	9	36920	49220
237	1	10	32005	49220
237	1	11	27092	49220
237	1	12	22175	49220
237	1	13	17260	49220
237	1	14	-2	-1
237	1	15	7429	49220
237	1	16	2516	49220
237	1	17	2516	44301
237	1	18	-2	-1
237	1	19	12344	44301
237	1	20	17259	44301
237	1	21	17259	44301
237	1	22	22174	44301
237	1	23	27091	44301
237	1	24	44301	32004
237	1	25	32004	39390
237	1	26	27092	39390
237	1	27	22175	39390
237	1	28	-1	-1
237	1	29	12345	39390
237	1	30	7429	39390
237	1	31	39390	-1
237	1	32	38	39390
237	1	33	38	39390
237	1	34	38	39390
237	1	35	-2	-1
237	1	36	4952	39390
237	1	37	39390	9867
237	1	38	14784	39390
237	1	39	19697	39390
237	1	40	24614	39390
237	1	41	24613	34472
237	1	42	34472	-1
237	1	43	14785	34472
237	1	44	9868	34472
237	1	45	9868	34472
237	1	46	-2	-1
237	1	47	-1	-2
237	1	48	50	34472
237	1	49	50	34472
237	1	50	4964	34472
237	1	51	9879	34472
237	1	52	14796	34472
237	1	53	19709	-1
237	1	54	24625	34472
237	1	55	29539	34472
237	1	56	34455	34472
237	1	57	34455	29559
237	1	58	-1	0
237	1	59	24626	29559
237	1	60	19710	29559
237	1	61	14796	29559
237	1	62	9880	29559
237	1	63	4964	29559
237	1	64	-2	-1
