lsid	reff_orn	point_orn	dx	dy
120	1	1	7429	-1
120	1	2	12344	54129
120	1	3	17259	54129
120	1	4	22174	-1
120	1	5	1775474174	54129
120	1	6	32004	-1
120	1	7	36920	54129
120	1	8	41835	54129
120	1	9	41835	54129
120	1	10	36921	54129
120	1	11	32005	54129
120	1	12	27092	54129
120	1	13	22175	54129
120	1	14	17260	54129
120	1	15	54129	50593792
120	1	16	7429	54129
120	1	17	7429	49214
120	1	18	-2	-1
120	1	19	17259	49214
120	1	20	22174	49214
120	1	21	27091	49214
120	1	22	32004	49214
120	1	23	36920	49214
120	1	24	41835	49214
120	1	25	41835	44296
120	1	26	36921	44296
120	1	27	32005	44296
120	1	28	27092	44296
120	1	29	22175	44296
120	1	30	17260	44296
120	1	31	-2	-1
120	1	32	7429	44296
120	1	33	7429	39384
120	1	34	-1	39384
120	1	35	17259	39384
120	1	36	22174	39384
120	1	37	22174	39384
120	1	38	27091	39384
120	1	39	32004	39384
120	1	40	-1	-2
120	1	41	36920	34466
120	1	42	32005	34466
120	1	43	-1	34466
120	1	44	22175	34466
120	1	45	17260	34466
120	1	46	17260	34466
120	1	47	12345	34466
120	1	48	7429	-1
120	1	49	7429	29553
120	1	50	12344	29553
120	1	51	12344	29553
120	1	52	17259	29553
120	1	53	22174	29553
120	1	54	27091	-1
120	1	55	32004	29553
120	1	56	36920	29553
120	1	57	36920	24638
120	1	58	32005	24638
120	1	59	27092	24638
120	1	60	24638	-1
120	1	61	17260	24638
120	1	62	12345	24638
120	1	63	12345	24638
120	1	64	7429	24638
