lsid	reff_orn	point_orn	dx	dy
214	1	1	7429	54104
214	1	2	12344	54104
214	1	3	67	211
214	1	4	22174	54104
214	1	5	27091	54104
214	1	6	32004	-1
214	1	7	36920	54104
214	1	8	41835	54104
214	1	9	41835	49189
214	1	10	36921	49189
214	1	11	32005	49189
214	1	12	27092	49189
214	1	13	22175	49189
214	1	14	-1	49189
214	1	15	12345	49189
214	1	16	7429	49189
214	1	17	7429	49189
214	1	18	12344	-1
214	1	19	17259	49189
214	1	20	22174	49189
214	1	21	-1	-2
214	1	22	32004	49189
214	1	23	36920	49189
214	1	24	41835	-1
214	1	25	41835	44271
214	1	26	-1	15726015
214	1	27	32005	44271
214	1	28	27092	44271
214	1	29	27092	44271
214	1	30	22175	44271
214	1	31	17260	44271
214	1	32	12345	44271
214	1	33	12345	39359
214	1	34	17259	-1
214	1	35	22174	39359
214	1	36	27091	39359
214	1	37	39359	32004
214	1	38	36920	39359
214	1	39	36920	39359
214	1	40	41835	39359
214	1	41	-2	-1
214	1	42	36921	34441
214	1	43	32005	34441
214	1	44	-2	-1
214	1	45	22175	34441
214	1	46	17260	34441
214	1	47	12345	-1
214	1	48	7429	34441
214	1	49	7429	29528
214	1	50	12344	29528
214	1	51	17259	29528
214	1	52	22174	29528
214	1	53	-1	29528
214	1	54	32004	29528
214	1	55	36920	29528
214	1	56	41835	29528
214	1	57	-1	-1
214	1	58	36921	24613
214	1	59	3327	232
214	1	60	27092	24613
214	1	61	22175	24613
214	1	62	-2	24613
214	1	63	-1	24613
214	1	64	-2	-1
