lsid	reff_orn	point_orn	dx	dy
197	1	1	7428	54113
197	1	2	12345	54113
197	1	3	17259	-1
197	1	4	22174	54113
197	1	5	27092	54113
197	1	6	32004	32004
197	1	7	36921	54113
197	1	8	41835	54113
197	1	9	41835	-1
197	1	10	36921	49199
197	1	11	32005	49199
197	1	12	27092	-1
197	1	13	22175	49199
197	1	14	17260	49199
197	1	15	12345	49199
197	1	16	7429	49199
197	1	17	7429	44280
197	1	18	12345	44280
197	1	19	17259	44280
197	1	20	22174	44280
197	1	21	27092	44280
197	1	22	32004	0
197	1	23	-2	44280
197	1	24	41835	44280
197	1	25	41835	39369
197	1	26	-2	-1
197	1	27	32005	39369
197	1	28	27092	39369
197	1	29	22175	39369
197	1	30	17260	39369
197	1	31	12345	39369
197	1	32	7429	39369
197	1	33	-2	-1
197	1	34	12345	34451
197	1	35	17259	34451
197	1	36	22174	34451
197	1	37	-2	-1
197	1	38	32004	34451
197	1	39	-2	34451
197	1	40	-2	34451
197	1	41	41835	29538
197	1	42	-1	6450666
197	1	43	32005	29538
197	1	44	27092	29538
197	1	45	27092	29538
197	1	46	22175	29538
197	1	47	17260	29538
197	1	48	-2	-1
197	1	49	12346	24623
197	1	50	17259	24623
197	1	51	-2	-1
197	1	52	27092	24623
197	1	53	32004	24623
197	1	54	36921	24623
197	1	55	41835	24623
197	1	56	46750	24623
197	1	57	46750	19704
197	1	58	41836	19704
197	1	59	36921	19704
197	1	60	32005	19704
197	1	61	27093	19704
197	1	62	-2	19704
197	1	63	17260	19704
197	1	64	12346	19704
