lsid	reff_orn	point_orn	dx	dy
85	1	1	7427	54105
85	1	2	12343	54105
85	1	3	17258	54105
85	1	4	22173	54105
85	1	5	27090	54105
85	1	6	32003	54105
85	1	7	36919	54105
85	1	8	41834	54105
85	1	9	41834	49190
85	1	10	36920	49190
85	1	11	-1	49190
85	1	12	27091	49190
85	1	13	22173	49190
85	1	14	22173	49190
85	1	15	17259	49190
85	1	16	12344	49190
85	1	17	12344	44272
85	1	18	17258	44272
85	1	19	18743	44272
85	1	20	23656	44272
85	1	21	28571	44272
85	1	22	33486	44272
85	1	23	38400	44272
85	1	24	43319	44272
85	1	25	43319	39360
85	1	26	38401	39360
85	1	27	33487	39360
85	1	28	28572	39360
85	1	29	23657	39360
85	1	30	18744	39360
85	1	31	13826	39360
85	1	32	8911	39360
85	1	33	8911	34443
85	1	34	13824	34443
85	1	35	18743	34443
85	1	36	23656	34443
85	1	37	28571	-1
85	1	38	33486	34443
85	1	39	38400	34443
85	1	40	43319	34443
85	1	41	43319	29529
85	1	42	38401	29529
85	1	43	38401	29529
85	1	44	33487	29529
85	1	45	28572	29529
85	1	46	23657	29529
85	1	47	18744	29529
85	1	48	13825	-1
85	1	49	13825	24614
85	1	50	18743	24614
85	1	51	23656	24614
85	1	52	28571	24614
85	1	53	33486	-1
85	1	54	38400	24614
85	1	55	43319	24614
85	1	56	48232	24614
85	1	57	48231	19696
85	1	58	43320	19696
85	1	59	38401	19696
85	1	60	33487	19696
85	1	61	28572	19696
85	1	62	23657	19696
85	1	63	18744	19696
85	1	64	13826	19696
