lsid	reff_orn	point_orn	dx	dy
167	1	1	-2	-1
167	1	2	12345	54094
167	1	3	17259	54094
167	1	4	17259	54094
167	1	5	22174	54094
167	1	6	27091	54094
167	1	7	-1	5116983
167	1	8	36920	54094
167	1	9	36920	49179
167	1	10	32005	49179
167	1	11	49179	27092
167	1	12	-1	49179
167	1	13	17260	-1
167	1	14	12345	49179
167	1	15	0	-1
167	1	16	2516	49179
167	1	17	2516	44261
167	1	18	29	-1
167	1	19	12345	44261
167	1	20	17259	44261
167	1	21	22174	44261
167	1	22	-2	-1
167	1	23	32004	44261
167	1	24	36921	44261
167	1	25	36921	39350
167	1	26	32005	39350
167	1	27	27092	39350
167	1	28	22175	39350
167	1	29	17260	39350
167	1	30	12345	39350
167	1	31	-1	11936469
167	1	32	2516	39350
167	1	33	2516	34432
167	1	34	-2	-1
167	1	35	12345	34432
167	1	36	17259	34432
167	1	37	34432	22174
167	1	38	27091	34432
167	1	39	32004	34432
167	1	40	36920	34432
167	1	41	-1	1934601719
167	1	42	32005	29519
167	1	43	27092	29519
167	1	44	22175	29519
167	1	45	0	-1
167	1	46	12345	29519
167	1	47	12345	29519
167	1	48	7429	29519
167	1	49	7429	24604
167	1	50	12345	-1
167	1	51	17259	24604
167	1	52	22174	24604
167	1	53	27091	24604
167	1	54	-1	24604
167	1	55	36921	24604
167	1	56	41835	24604
167	1	57	41835	19686
167	1	58	36921	19686
167	1	59	32005	19686
167	1	60	19686	32005
167	1	61	13947964	19686
167	1	62	-2	-1
167	1	63	17260	19686
167	1	64	12345	19686
