lsid	reff_orn	point_orn	dx	dy
174	1	1	7428	54124
174	1	2	-1	54124
174	1	3	-1	54124
174	1	4	54124	22168
174	1	5	27091	54124
174	1	6	27091	54124
174	1	7	32004	54124
174	1	8	36920	-1
174	1	9	36920	49210
174	1	10	32005	49210
174	1	11	27092	49210
174	1	12	22175	49210
174	1	13	17260	49210
174	1	14	12345	49210
174	1	15	7429	49210
174	1	16	2516	49210
174	1	17	2516	44291
174	1	18	7428	44291
174	1	19	12345	44291
174	1	20	17259	44291
174	1	21	-1	44291
174	1	22	27091	44291
174	1	23	32004	-1
174	1	24	36920	44291
174	1	25	36920	39380
174	1	26	-1	-1
174	1	27	27092	39380
174	1	28	22175	39380
174	1	29	-2	-1
174	1	30	12345	39380
174	1	31	7429	39380
174	1	32	2516	39380
174	1	33	2516	34462
174	1	34	-1	-2
174	1	35	12344	34462
174	1	36	17259	34462
174	1	37	17259	34462
174	1	38	22174	34462
174	1	39	27091	34462
174	1	40	32004	-1
174	1	41	32004	29549
174	1	42	27092	29549
174	1	43	22175	29549
174	1	44	17260	-1
174	1	45	12345	29549
174	1	46	7429	29549
174	1	47	2516	-1
174	1	48	34	29549
174	1	49	34	29549
174	1	50	4948	29549
174	1	51	1266934	29549
174	1	52	9862	-1
174	1	53	14780	29549
174	1	54	19692	29549
174	1	55	24609	29549
174	1	56	29524	29549
174	1	57	29524	24634
174	1	58	24610	24634
174	1	59	19693	24634
174	1	60	14781	24634
174	1	61	-1	24634
174	1	62	4948	24634
174	1	63	55	24634
174	1	64	55	24634
