lsid	reff_orn	point_orn	dx	dy
46	1	1	7429	54038
46	1	2	12345	54038
46	1	3	17259	54038
46	1	4	-1	54038
46	1	5	27091	54038
46	1	6	32005	54038
46	1	7	36920	54038
46	1	8	41835	54038
46	1	9	41835	49122
46	1	10	36922	49122
46	1	11	32006	49122
46	1	12	27092	49122
46	1	13	22176	49122
46	1	14	17260	49122
46	1	15	12346	49122
46	1	16	7430	49122
46	1	17	7430	44205
46	1	18	12345	44205
46	1	19	17260	44205
46	1	20	22175	44205
46	1	21	27091	44205
46	1	22	32005	44205
46	1	23	36921	44205
46	1	24	41835	44205
46	1	25	41835	39294
46	1	26	36922	39294
46	1	27	32006	39294
46	1	28	27092	39294
46	1	29	22176	39294
46	1	30	17260	39294
46	1	31	12346	39294
46	1	32	7430	39294
46	1	33	7430	34375
46	1	34	12345	34375
46	1	35	17259	34375
46	1	36	22175	34375
46	1	37	27091	34375
46	1	38	32005	34375
46	1	39	36921	34375
46	1	40	41835	34375
46	1	41	41835	29463
46	1	42	36922	29463
46	1	43	32006	29463
46	1	44	27092	29463
46	1	45	22176	29463
46	1	46	-1	29463
46	1	47	12346	29463
46	1	48	7430	29463
46	1	49	7430	24546
46	1	50	12345	24546
46	1	51	17259	24546
46	1	52	22175	24546
46	1	53	27091	-1
46	1	54	32005	24546
46	1	55	36921	24546
46	1	56	36921	24546
46	1	57	36921	19629
46	1	58	32006	19629
46	1	59	27092	19629
46	1	60	22176	19629
46	1	61	17260	19629
46	1	62	12346	19629
46	1	63	7430	19629
46	1	64	7430	19629
