lsid	reff_orn	point_orn	dx	dy
209	1	1	7424	0
209	1	2	12346	0
209	1	3	17255	0
209	1	4	22171	0
209	1	5	27093	0
209	1	6	31999	0
209	1	7	-1	0
209	1	8	-1	51507
209	1	9	41831	-2
209	1	10	36923	-2
209	1	11	32000	-2
209	1	12	27094	-2
209	1	13	22173	-2
209	1	14	17257	-2
209	1	15	-2	-1
209	1	16	7427	-2
209	1	17	7427	-2
209	1	18	12344	-2
209	1	19	17256	-2
209	1	20	-2	22172
209	1	21	27090	-2
209	1	22	27090	-2
209	1	23	32002	-2
209	1	24	36920	-2
209	1	25	36920	-2
209	1	26	32003	-2
209	1	27	27091	-2
209	1	28	-2	-1
209	1	29	17257	-2
209	1	30	12345	-2
209	1	31	-2	12345
209	1	32	7427	-2
209	1	33	7427	-2
209	1	34	12344	-1
209	1	35	17256	-2
209	1	36	22173	-2
209	1	37	22173	-2
209	1	38	-2	-1
209	1	39	32002	-2
209	1	40	36920	255
209	1	41	36920	-2
209	1	42	32003	-2
209	1	43	27091	-2
209	1	44	-1	-2
209	1	45	17257	-2
209	1	46	12345	-2
209	1	47	-1	16288101
209	1	48	2515	-2
209	1	49	2515	-2
209	1	50	7426	-2
209	1	51	12344	-2
209	1	52	17256	-2
209	1	53	22172	-2
209	1	54	16515071	-1
209	1	55	32002	-2
209	1	56	36920	-2
209	1	57	36920	-2
209	1	58	36920	-2
209	1	59	32003	-2
209	1	60	27091	-2
209	1	61	22173	-2
209	1	62	17257	-2
209	1	63	12345	-2
209	1	64	7427	-1
