lsid	reff_orn	point_orn	dx	dy
185	1	1	-2	0
185	1	2	4913	0
185	1	3	9828	0
185	1	4	-1	-1
185	1	5	19658	0
185	1	6	24574	0
185	1	7	29489	-1
185	1	8	34404	0
185	1	9	34404	-2
185	1	10	29490	-2
185	1	11	24575	-2
185	1	12	19659	-2
185	1	13	13893377	-1
185	1	14	9829	-2
185	1	15	4914	-2
185	1	16	-1	-1
185	1	17	47	-2
185	1	18	4961	-2
185	1	19	9871	-2
185	1	20	14795	-2
185	1	21	19702	-2
185	1	22	24622	-2
185	1	23	29536	-2
185	1	24	34448	-2
185	1	25	34448	-2
185	1	26	29537	-2
185	1	27	29537	-2
185	1	28	24623	-2
185	1	29	19703	-1
185	1	30	14796	-2
185	1	31	-1	-2
185	1	32	4961	-2
185	1	33	4961	-2
185	1	34	9872	-2
185	1	35	-2	-1
185	1	36	19702	-2
185	1	37	24621	-2
185	1	38	29536	-2
185	1	39	34448	-1
185	1	40	39370	-2
185	1	41	39370	-2
185	1	42	34449	-2
185	1	43	29537	-2
185	1	44	24623	-1
185	1	45	19703	-2
185	1	46	14796	-2
185	1	47	9874	-2
185	1	48	4961	-2
185	1	49	4961	-2
185	1	50	9872	-2
185	1	51	-2	-2
185	1	52	19702	-2
185	1	53	24621	-2
185	1	54	29536	-2
185	1	55	-2	-2
185	1	56	-1	-2
185	1	57	39370	-2
185	1	58	34449	-2
185	1	59	29537	-2
185	1	60	24622	-2
185	1	61	19704	-2
185	1	62	14796	-1
185	1	63	9873	-2
185	1	64	-1	-2
