lsid	reff_orn	point_orn	dx	dy
116	1	1	7428	0
116	1	2	12346	0
116	1	3	17259	0
116	1	4	-1	-1
116	1	5	27089	0
116	1	6	29360	0
116	1	7	29362	0
116	1	8	29364	0
116	1	9	29364	-2
116	1	10	24452	-2
116	1	11	-1	-2
116	1	12	19534	-2
116	1	13	14620	-2
116	1	14	9705	-2
116	1	15	-1	-2
116	1	16	-2	-2
116	1	17	-2	-2
116	1	18	4788	-2
116	1	19	37	-1
116	1	20	14619	-2
116	1	21	19533	-2
116	1	22	24451	-2
116	1	23	29364	-2
116	1	24	29366	-2
116	1	25	29366	-2
116	1	26	24455	-2
116	1	27	19537	-1
116	1	28	14622	-2
116	1	29	9707	-2
116	1	30	4792	-1
116	1	31	-2	-2
116	1	32	-2	-2
116	1	33	-2	-2
116	1	34	-2	-2
116	1	35	4791	-2
116	1	36	-2	-1
116	1	37	14621	-2
116	1	38	19535	-2
116	1	39	19536	-2
116	1	40	24454	-2
116	1	41	24454	-2
116	1	42	19537	-2
116	1	43	14623	-2
116	1	44	-2	9707
116	1	45	4792	-2
116	1	46	-2	-2
116	1	47	-2	-1
116	1	48	-2	-2
116	1	49	-2	-2
116	1	50	-2	-2
116	1	51	-2	-2
116	1	52	-2	-2
116	1	53	-2	-2
116	1	54	4791	-2
116	1	55	9706	-2
116	1	56	14621	-2
116	1	57	14621	-2
116	1	58	-1	-1
116	1	59	9707	-2
116	1	60	4792	-2
116	1	61	-2	-2
116	1	62	-2	-2
116	1	63	-2	-2
116	1	64	-2	-2
