lsid	reff_orn	point_orn	dx	dy
58	1	1	7428	24568
58	1	2	12344	24568
58	1	3	17259	24568
58	1	4	22174	24568
58	1	5	27091	24568
58	1	6	32004	24568
58	1	7	36920	24568
58	1	8	41835	24568
58	1	9	41835	19654
58	1	10	3757601	19654
58	1	11	32005	19654
58	1	12	27092	19654
58	1	13	22174	19654
58	1	14	17260	19654
58	1	15	12345	19654
58	1	16	7429	19654
58	1	17	7429	19654
58	1	18	12344	19654
58	1	19	17259	19654
58	1	20	22174	19654
58	1	21	27091	19654
58	1	22	32004	19654
58	1	23	36920	19654
58	1	24	41835	19654
58	1	25	41835	14736
58	1	26	36921	14736
58	1	27	32005	-1
58	1	28	27092	14736
58	1	29	22175	14736
58	1	30	22175	14736
58	1	31	17260	14736
58	1	32	12345	14736
58	1	33	12345	9824
58	1	34	17259	17259
58	1	35	22174	9824
58	1	36	27091	9824
58	1	37	32004	9824
58	1	38	36920	9824
58	1	39	41835	9824
58	1	40	46750	9824
58	1	41	-1	4907
58	1	42	41836	4907
58	1	43	36921	4907
58	1	44	32005	4907
58	1	45	27092	16515071
58	1	46	22175	4907
58	1	47	17260	4907
58	1	48	12345	4907
58	1	49	12345	-2
58	1	50	17259	-2
58	1	51	22174	-2
58	1	52	27091	-2
58	1	53	27091	-2
58	1	54	32004	-2
58	1	55	36920	-2
58	1	56	41835	-2
58	1	57	41835	-2
58	1	58	36921	-2
58	1	59	32005	-2
58	1	60	27092	-2
58	1	61	22175	-2
58	1	62	17260	-2
58	1	63	12345	-2
58	1	64	7429	-2
