lsid	reff_orn	point_orn	dx	dy
183	1	1	7429	54118
183	1	2	12345	54118
183	1	3	17259	54118
183	1	4	22174	54118
183	1	5	0	0
183	1	6	32004	54118
183	1	7	36920	54118
183	1	8	41835	54118
183	1	9	41835	49203
183	1	10	36921	49203
183	1	11	32005	49203
183	1	12	27092	49203
183	1	13	22175	49203
183	1	14	49203	17260
183	1	15	12345	49203
183	1	16	7429	49203
183	1	17	7429	44285
183	1	18	12345	44285
183	1	19	17259	44285
183	1	20	17259	44285
183	1	21	22174	44285
183	1	22	27091	44285
183	1	23	44285	50593792
183	1	24	36920	44285
183	1	25	36920	39373
183	1	26	39373	-1
183	1	27	27092	39373
183	1	28	22175	39373
183	1	29	22175	39373
183	1	30	17260	39373
183	1	31	12345	39373
183	1	32	7429	39373
183	1	33	7429	34456
183	1	34	-1	0
183	1	35	17259	34456
183	1	36	22174	34456
183	1	37	-1	-1
183	1	38	32004	34456
183	1	39	36920	34456
183	1	40	41835	34456
183	1	41	-2	29542
183	1	42	36921	29542
183	1	43	32005	29542
183	1	44	-1	29542
183	1	45	22175	29542
183	1	46	17260	-1
183	1	47	809053729	29542
183	1	48	29542	16974848
183	1	49	7429	24627
183	1	50	12345	24627
183	1	51	17259	24627
183	1	52	22174	-1
183	1	53	27091	24627
183	1	54	32004	24627
183	1	55	-2	-1
183	1	56	41835	24627
183	1	57	41835	19709
183	1	58	36921	19709
183	1	59	32005	19709
183	1	60	27092	19709
183	1	61	22175	19709
183	1	62	17260	19709
183	1	63	17260	19709
183	1	64	12345	19709
