lsid	reff_orn	point_orn	dx	dy
35	1	1	0	54023
35	1	2	0	54023
35	1	3	4914	54023
35	1	4	9829	54023
35	1	5	14747	54023
35	1	6	19659	54023
35	1	7	24575	54023
35	1	8	29490	54023
35	1	9	29490	54023
35	1	10	24576	54023
35	1	11	19660	54023
35	1	12	14748	54023
35	1	13	9830	54023
35	1	14	4915	54023
35	1	15	63	54023
35	1	16	60	54023
35	1	17	60	49107
35	1	18	-1	49107
35	1	19	9889	49107
35	1	20	14805	49107
35	1	21	19719	49107
35	1	22	24635	49107
35	1	23	29550	49107
35	1	24	34465	49107
35	1	25	34465	-1
35	1	26	29550	44190
35	1	27	24636	44190
35	1	28	19720	44190
35	1	29	14806	44190
35	1	30	9890	44190
35	1	31	4975	44190
35	1	32	60	44190
35	1	33	60	39278
35	1	34	4974	39278
35	1	35	39278	-1
35	1	36	9889	39278
35	1	37	14805	-1
35	1	38	19719	39278
35	1	39	24635	39278
35	1	40	-1	39278
35	1	41	29549	34360
35	1	42	24636	34360
35	1	43	19720	-1
35	1	44	19720	34360
35	1	45	14806	34360
35	1	46	9890	34360
35	1	47	4974	34360
35	1	48	60	34360
35	1	49	60	29447
35	1	50	4974	-1
35	1	51	9889	29447
35	1	52	14805	29447
35	1	53	19719	29447
35	1	54	1614517216	29447
35	1	55	29549	29447
35	1	56	10574315	29447
35	1	57	34465	24531
35	1	58	29550	24531
35	1	59	24636	24531
35	1	60	19720	19720
35	1	61	-1	24531
35	1	62	9890	24531
35	1	63	4974	24531
35	1	64	60	24531
