lsid	reff_orn	point_orn	dx	dy
265	1	1	7347	54095
265	1	2	12263	54095
265	1	3	17914	54095
265	1	4	22832	54095
265	1	5	27991	-1
265	1	6	32907	54095
265	1	7	65535	247
265	1	8	43475	54095
265	1	9	-1	-1
265	1	10	43475	48933
265	1	11	38560	48933
265	1	12	33644	48933
265	1	13	-1	12526968
265	1	14	23078	-1
265	1	15	17915	48933
265	1	16	13001	48933
265	1	17	7348	48933
265	1	18	-2	-1
265	1	19	55	48933
265	1	20	55	43773
265	1	21	55	43773
265	1	22	4969	-1
265	1	23	4969	43773
265	1	24	-1	-2
265	1	25	15047	43773
265	1	26	19960	-2
265	1	27	25612	43773
265	1	28	43773	-1
265	1	29	35445	43773
265	1	30	0	-2
265	1	31	30529	38611
265	1	32	25613	38611
265	1	33	-2	-1
265	1	34	15048	38611
265	1	35	9885	38611
265	1	36	4970	38611
265	1	37	61	38611
265	1	38	58	38611
265	1	39	56	38611
265	1	40	56	33452
265	1	41	4969	33452
265	1	42	9884	33452
265	1	43	15537	33452
265	1	44	20452	33452
265	1	45	25612	33452
265	1	46	30528	33452
265	1	47	36180	33452
265	1	48	41096	33452
265	1	49	41096	33452
265	1	50	41096	28288
265	1	51	36181	-1
265	1	52	31268	28288
265	1	53	25613	28288
265	1	54	20699	28288
265	1	55	-1	28288
265	1	56	10625	28288
265	1	57	4970	28288
265	1	58	-2	28288
265	1	59	-2	28288
265	1	60	-2	-1
265	1	61	3601	23130
265	1	62	8517	23130
265	1	63	14169	23130
265	1	64	23130	-1
265	1	65	24245	23130
265	1	66	29161	23130
265	1	67	34814	23130
265	1	68	-1	23130
265	1	69	44643	23130
265	1	70	44643	17966
265	1	71	39730	17966
265	1	72	8912857	17966
265	1	73	0	-1
265	1	74	11944933	17966
265	1	75	19087	-1
265	1	76	-1	17966
265	1	77	8518	17966
265	1	78	8518	17966
265	1	79	3602	17966
265	1	80	3602	3602
265	1	81	8517	17966
265	1	82	13431	13431
265	1	83	19086	17966
265	1	84	23999	17966
265	1	85	16755967	-1
265	1	86	-1	3046223
265	1	87	39729	17966
265	1	88	44643	17966
265	1	89	17967	49559
