lsid	reff_orn	point_orn	dx	dy
113	1	1	7428	54129
113	1	2	7428	54129
113	1	3	12344	54129
113	1	4	17259	54129
113	1	5	22174	54129
113	1	6	-1	7427111
113	1	7	32004	-2
113	1	8	-1	54129
113	1	9	36920	49214
113	1	10	36920	49214
113	1	11	36920	49214
113	1	12	32005	49214
113	1	13	27092	-1
113	1	14	-1	49214
113	1	15	17260	49214
113	1	16	12345	49214
113	1	17	12345	44296
113	1	18	17259	44296
113	1	19	22174	-1
113	1	20	27091	44296
113	1	21	32004	44296
113	1	22	32004	-1
113	1	23	-2	-1
113	1	24	41835	44296
113	1	25	41835	39384
113	1	26	36921	-1
113	1	27	0	-1
113	1	28	27092	39384
113	1	29	22175	39384
113	1	30	22175	-1
113	1	31	17260	39384
113	1	32	12345	39384
113	1	33	12345	34466
113	1	34	-1	-2
113	1	35	22174	34466
113	1	36	27091	34466
113	1	37	-1	34466
113	1	38	36920	34466
113	1	39	41835	34466
113	1	40	-2	-1
113	1	41	46750	29553
113	1	42	41836	29553
113	1	43	36921	29553
113	1	44	29553	32005
113	1	45	-1	29553
113	1	46	22175	29553
113	1	47	17260	-2
113	1	48	12345	29553
113	1	49	12345	24638
113	1	50	17259	24638
113	1	51	22174	24638
113	1	52	22174	24638
113	1	53	27091	24638
113	1	54	32004	32004
113	1	55	36920	24638
113	1	56	41835	24638
113	1	57	41835	19720
113	1	58	36921	19720
113	1	59	32005	19720
113	1	60	27092	19720
113	1	61	22175	19720
113	1	62	17260	19720
113	1	63	-1	19720
113	1	64	7429	19720
